,text,emotion_label,stress_label
24907,kenapa sih harus bikin masalah terus padahal udah coba santai di rumah sendiri,angry,0.66
24908,kepikiran banyak hal sampai susah tidur serius di rumah sendiri,anxious,0.74
24909,anxious banget sebelum meeting tadi bareng temen sama dia,anxious,0.92
24910,makasih ya udah bikin hariku lebih baik hari ini di kantor sama dia,happy,0.27
24911,akhirnya lolos interview kerja wkwk di rumah sendiri,happy,0.08
24912,lagi baca berita sambil santai hari ini di kantor sama keluarga,neutral,0.3
24913,capek sama keadaan sekarang tapi yaudahlah tadi pagi sama dia,sad,0.57
24914,makasih ya udah bikin hariku lebih baik tapi yaudahlah pas perjalanan sama keluarga,happy,0.23
24915,hari ini ga ada hal spesial waktu malam sama keluarga,neutral,0.32
24916,cemas mikirin masa depan wkwk di kampus sendiri,anxious,0.79
24917,hari ini ga ada hal spesial serius tadi pagi sama dia,neutral,0.31
24918,akhirnya tugas selesai juga lega banget tapi yaudahlah pas perjalanan sama dia,happy,0.07
24919,akhir akhir ini overthinking terus agak random sih di kampus sama dia,anxious,0.73
24920,kesel banget sama orang yang ga tepat waktu serius di kantor sendiri,angry,0.72
24921,dapat kabar baik dari keluarga tadi pagi tapi yaudahlah sendiri,happy,0.24
24922,masih susah move on dari kejadian itu hari ini di kampus sama dia,sad,0.78
24923,hari ini biasa aja seperti biasanya hari ini pas perjalanan sama keluarga,neutral,0.3
24924,bingung dan takut ambil keputusan sumpah waktu malam sendiri,anxious,0.93
24925,emosi lihat komentar orang tadi banget asli di rumah sama temen kantor,angry,0.78
24926,emosi lihat komentar orang tadi jujur aja di rumah sendiri,angry,0.92
24927,seneng banget hari ini ketemu temen lama padahal udah coba santai waktu malam sama temen kantor,happy,0.13
24928,akhirnya tugas selesai juga lega banget tapi yaudahlah di kantor sama dia,happy,0.19
24929,kepikiran banyak hal sampai susah tidur agak random sih di kampus sama keluarga,anxious,0.89
24930,akhir akhir ini overthinking terus jujur aja bareng temen sama dia,anxious,0.85
24931,geram banget sama pelayanan tadi dan kepikiran terus di rumah sendiri,angry,0.68
24932,geram banget sama pelayanan tadi dari tadi kepikiran bareng temen sama dia,angry,0.8
24933,emosi lihat komentar orang tadi jujur aja pas perjalanan sama dia,angry,0.87
24934,dapat kabar baik dari keluarga tadi pagi agak random sih waktu malam sendiri,happy,0.28
24935,bingung dan takut ambil keputusan sumpah pas perjalanan sendiri,anxious,0.82
24936,lagi duduk sambil denger musik padahal udah coba santai,neutral,0.4
24937,makasih ya udah bikin hariku lebih baik di kampus sama dia,happy,0.24
24938,dapat kabar baik dari keluarga tadi pagi pas perjalanan sama temen kantor,happy,0.12
24939,hari ini biasa aja seperti biasanya sumpah di kantor sendiri,neutral,0.34
24940,kehilangan semangat buat ngapa ngapain hari ini di rumah sama dia,sad,0.64
24941,habis beresin kamar dan lanjut kerja wkwk di rumah sendiri,neutral,0.44
24942,hari ini berat banget dijalanin sumpah pas perjalanan sama temen kantor,sad,0.82
24943,cemas mikirin masa depan dan kepikiran terus,anxious,0.94
24944,takut gagal di presentasi besok padahal udah coba santai tadi pagi sendiri,anxious,0.76
24945,makan favorit hari ini bikin bahagia wkwk,happy,0.12
24946,cuaca hari ini lumayan panas jujur aja pas perjalanan sama temen kantor,neutral,0.25
24947,akhir akhir ini overthinking terus banget waktu malam sama keluarga,anxious,0.71
24948,besok ada jadwal meeting rutin sumpah di kantor sendiri,neutral,0.42
24949,rasanya gugup terus hari ini dari tadi kepikiran di kampus sama temen kantor,anxious,0.95
24950,malam ini kepikiran terus jadi sedih dari tadi kepikiran sama keluarga,sad,0.61
24951,habis beresin kamar dan lanjut kerja dari tadi kepikiran di kampus,neutral,0.36
24952,anxious banget sebelum meeting tadi tapi yaudahlah bareng temen,anxious,0.77
24953,seneng banget hari ini ketemu temen lama serius sama temen kantor,happy,0.17
24954,marah banget karena kerjaan berantakan sih waktu malam sama dia,angry,0.86
24955,aku cuma pengen istirahat sebentar hari ini sama temen kantor,sad,0.8
24956,lagi baca berita sambil santai banget asli bareng temen sama dia,neutral,0.33
24957,tadi pagi pergi sebentar ke minimarket padahal udah coba santai di rumah sama keluarga,neutral,0.37
24958,kehilangan semangat buat ngapa ngapain serius di rumah sendiri,sad,0.65
24959,lagi duduk sambil denger musik jujur aja di rumah sama keluarga,neutral,0.37
24960,kenapa sih harus bikin masalah terus tapi yaudahlah di rumah sendiri,angry,0.87
24961,marah banget karena kerjaan berantakan agak random sih di rumah sama keluarga,angry,0.87
24962,kepikiran banyak hal sampai susah tidur banget asli waktu malam sama dia,anxious,0.93
24963,baru selesai makan siang tadi sumpah pas perjalanan,neutral,0.39
24964,makasih ya udah bikin hariku lebih baik wkwk bareng temen,happy,0.28
24965,takut gagal di presentasi besok serius di kampus sama dia,anxious,0.94
24966,rasanya pengen marah terus serius di kampus sama temen kantor,angry,0.82
24967,cemas mikirin masa depan jujur aja di kampus sama temen kantor,anxious,0.74
24968,tadi pagi pergi sebentar ke minimarket banget di kampus,neutral,0.41
24969,hari ini berat banget dijalanin wkwk waktu malam sama keluarga,sad,0.74
24970,akhirnya lolos interview kerja hari ini di kampus,happy,0.17
24971,akhirnya lolos interview kerja sumpah bareng temen sama dia,happy,0.11
24972,akhir akhir ini overthinking terus wkwk di kampus,anxious,0.92
24973,deg degan nunggu hasil pengumuman hari ini sendiri,anxious,0.92
24974,marah banget karena kerjaan berantakan di rumah sama temen kantor,angry,0.88
24975,akhir akhir ini overthinking terus wkwk tadi pagi,anxious,0.93
24976,hari ini berat banget dijalanin dan kepikiran terus pas perjalanan sama dia,sad,0.65
24977,anxious banget sebelum meeting tadi banget waktu malam,anxious,0.83
24978,udah sabar tapi masih dibohongin agak random sih,angry,0.82
24979,orang itu bikin emosi banget hari ini di kantor sama dia,angry,0.75
24980,hari ini biasa aja seperti biasanya sumpah tadi pagi sama dia,neutral,0.38
24981,hari ini biasa aja seperti biasanya hari ini waktu malam sama temen kantor,neutral,0.42
24982,aku cuma pengen istirahat sebentar sih di kantor,sad,0.76
24983,tadi pagi pergi sebentar ke minimarket dan kepikiran terus di kampus sama keluarga,neutral,0.2
24984,akhirnya tugas selesai juga lega banget tapi yaudahlah waktu malam,happy,0.23
24985,takut kalau hasilnya jelek agak random sih waktu malam sama keluarga,anxious,0.86
24986,rasanya pengen marah terus padahal udah coba santai bareng temen sendiri,angry,0.8
24987,cuaca hari ini lumayan panas banget di rumah sama keluarga,neutral,0.27
24988,geram banget sama pelayanan tadi dari tadi kepikiran di rumah,angry,0.67
24989,emosi lihat komentar orang tadi banget asli di kampus,angry,0.9
24990,capek ngadepin orang yang egois banget waktu malam sama dia,angry,0.66
24991,kepikiran banyak hal sampai susah tidur wkwk pas perjalanan,anxious,0.85
24992,rasanya gugup terus hari ini dan kepikiran terus di kampus sendiri,anxious,0.71
24993,cuaca hari ini lumayan panas sumpah waktu malam sama temen kantor,neutral,0.31
24994,marah banget karena kerjaan berantakan serius di kampus sama keluarga,angry,0.73
24995,dapat kabar baik dari keluarga tadi pagi serius,happy,0.15
24996,capek sih tapi puas hasilnya bagus padahal udah coba santai tadi pagi sendiri,happy,0.11
24997,rasanya kosong aja hari ini dari tadi kepikiran di kantor,sad,0.67
24998,deg degan nunggu hasil pengumuman jujur aja sama keluarga,anxious,0.96
24999,marah banget karena kerjaan berantakan wkwk bareng temen sama dia,angry,0.9
25000,senyum sendiri pas inget kejadian tadi bareng temen sama dia,happy,0.21
25001,kenapa sih harus bikin masalah terus dari tadi kepikiran sama temen kantor,angry,0.85
25002,ngerasa sendirian akhir akhir ini hari ini pas perjalanan sama temen kantor,sad,0.61
25003,marah banget karena kerjaan berantakan agak random sih di rumah sendiri,angry,0.87
25004,marah banget karena kerjaan berantakan sumpah di kampus sama keluarga,angry,0.91
25005,emosi lihat komentar orang tadi dari tadi kepikiran,angry,0.77
25006,akhirnya tugas selesai juga lega banget sih bareng temen sendiri,happy,0.17
25007,kesel banget sama orang yang ga tepat waktu dan kepikiran terus pas perjalanan sama temen kantor,angry,0.92
25008,capek sih tapi puas hasilnya bagus agak random sih di kantor sendiri,happy,0.17
25009,senyum sendiri pas inget kejadian tadi tapi yaudahlah sama temen kantor,happy,0.21
25010,capek ngadepin orang yang egois padahal udah coba santai,angry,0.69
25011,malam ini kepikiran terus jadi sedih banget asli di kantor sendiri,sad,0.82
25012,orang itu bikin emosi banget jujur aja di kantor,angry,0.84
25013,malam ini kepikiran terus jadi sedih dari tadi kepikiran pas perjalanan sama dia,sad,0.63
25014,orang itu bikin emosi banget dan kepikiran terus pas perjalanan sendiri,angry,0.68
25015,makan favorit hari ini bikin bahagia padahal udah coba santai sama dia,happy,0.28
25016,senyum sendiri pas inget kejadian tadi agak random sih tadi pagi sendiri,happy,0.29
25017,dapat kabar baik dari keluarga tadi pagi di kampus sendiri,happy,0.2
25018,bingung dan takut ambil keputusan padahal udah coba santai di kampus sama keluarga,anxious,0.94
25019,baru selesai makan siang tadi sih pas perjalanan sendiri,neutral,0.43
25020,capek sih tapi puas hasilnya bagus banget di kantor sendiri,happy,0.23
25021,akhir akhir ini overthinking terus dan kepikiran terus di rumah sama keluarga,anxious,0.84
25022,capek ngadepin orang yang egois tapi yaudahlah di kampus sendiri,angry,0.79
25023,takut kalau hasilnya jelek jujur aja di rumah sendiri,anxious,0.84
25024,takut kalau hasilnya jelek banget asli tadi pagi sama dia,anxious,0.82
25025,capek ngadepin orang yang egois agak random sih pas perjalanan,angry,0.79
25026,masih susah move on dari kejadian itu jujur aja di rumah sama keluarga,sad,0.78
25027,akhirnya tugas selesai juga lega banget jujur aja di rumah,happy,0.07
25028,marah banget karena kerjaan berantakan jujur aja bareng temen sama dia,angry,0.82
25029,akhir minggu ini seru banget tapi yaudahlah di kantor sama dia,happy,0.28
25030,rasanya pengen marah terus banget asli di rumah sama dia,angry,0.88
25031,marah banget karena kerjaan berantakan waktu malam sama temen kantor,angry,0.93
25032,hari ini produktif dan mood bagus banget asli pas perjalanan,happy,0.09
25033,hari ini produktif dan mood bagus padahal udah coba santai pas perjalanan,happy,0.15
25034,anxious banget sebelum meeting tadi padahal udah coba santai bareng temen sama dia,anxious,0.95
25035,kecewa banget sama hasilnya padahal udah coba santai di kantor sendiri,sad,0.7
25036,masih susah move on dari kejadian itu wkwk pas perjalanan sama keluarga,sad,0.63
25037,bingung dan takut ambil keputusan hari ini di kantor sama keluarga,anxious,0.85
25038,anxious banget sebelum meeting tadi dan kepikiran terus di kantor sama dia,anxious,0.97
25039,orang itu bikin emosi banget sama keluarga,angry,0.77
25040,seneng banget hari ini ketemu temen lama di kampus sama keluarga,happy,0.28
25041,aku cuma pengen istirahat sebentar tapi yaudahlah bareng temen sama dia,sad,0.61
25042,dapat kabar baik dari keluarga tadi pagi dan kepikiran terus waktu malam sama dia,happy,0.17
25043,geram banget sama pelayanan tadi hari ini di kantor sama dia,angry,0.73
25044,akhir akhir ini overthinking terus agak random sih di rumah sama dia,anxious,0.72
25045,masih susah move on dari kejadian itu dari tadi kepikiran di rumah,sad,0.58
25046,habis beresin kamar dan lanjut kerja di rumah,neutral,0.28
25047,capek sama keadaan sekarang dan kepikiran terus pas perjalanan,sad,0.85
25048,akhir minggu ini seru banget sih waktu malam sendiri,happy,0.2
25049,besok ada jadwal meeting rutin hari ini pas perjalanan sama temen kantor,neutral,0.36
25050,hari ini berat banget dijalanin dan kepikiran terus tadi pagi sama dia,sad,0.58
25051,capek sih tapi puas hasilnya bagus banget di kantor sama temen kantor,happy,0.3
25052,cuaca hari ini lumayan panas agak random sih sama dia,neutral,0.21
25053,capek sih tapi puas hasilnya bagus jujur aja pas perjalanan sama dia,happy,0.17
25054,baru selesai makan siang tadi agak random sih di kantor sama temen kantor,neutral,0.28
25055,cemas mikirin masa depan dari tadi kepikiran pas perjalanan,anxious,0.73
25056,orang itu bikin emosi banget dari tadi kepikiran di kampus sama temen kantor,angry,0.8
25057,takut gagal di presentasi besok agak random sih di kampus sama dia,anxious,0.89
25058,aku cuma pengen istirahat sebentar sumpah di kampus sama temen kantor,sad,0.78
25059,geram banget sama pelayanan tadi padahal udah coba santai di rumah sama dia,angry,0.93
25060,kecewa banget sama hasilnya padahal udah coba santai di kampus sama keluarga,sad,0.69
25061,masih susah move on dari kejadian itu dan kepikiran terus di kampus sama keluarga,sad,0.58
25062,bingung dan takut ambil keputusan agak random sih pas perjalanan sama dia,anxious,0.72
25063,udah sabar tapi masih dibohongin waktu malam,angry,0.8
25064,anxious banget sebelum meeting tadi banget asli bareng temen sama dia,anxious,0.85
25065,kepikiran banyak hal sampai susah tidur banget asli tadi pagi,anxious,0.89
25066,seneng banget hari ini ketemu temen lama wkwk pas perjalanan sendiri,happy,0.2
25067,malam ini kepikiran terus jadi sedih banget,sad,0.77
25068,baru selesai makan siang tadi jujur aja di kantor sama dia,neutral,0.34
25069,orang itu bikin emosi banget dari tadi kepikiran pas perjalanan sama keluarga,angry,0.81
25070,senyum sendiri pas inget kejadian tadi agak random sih waktu malam sendiri,happy,0.23
25071,lagi duduk sambil denger musik sumpah bareng temen sama dia,neutral,0.34
25072,dapat kabar baik dari keluarga tadi pagi serius di rumah sama temen kantor,happy,0.16
25073,akhir minggu ini seru banget dari tadi kepikiran bareng temen sama temen kantor,happy,0.15
25074,tadi pagi pergi sebentar ke minimarket serius waktu malam sama dia,neutral,0.35
25075,cuaca hari ini lumayan panas tapi yaudahlah waktu malam,neutral,0.37
25076,kesel banget sama orang yang ga tepat waktu banget asli di kampus sendiri,angry,0.85
25077,habis beresin kamar dan lanjut kerja tapi yaudahlah di rumah sama keluarga,neutral,0.4
25078,takut gagal di presentasi besok banget di kantor sama dia,anxious,0.77
25079,kecewa banget sama hasilnya jujur aja di rumah sama temen kantor,sad,0.65
25080,cemas mikirin masa depan banget di kampus sama dia,anxious,0.97
25081,kehilangan semangat buat ngapa ngapain serius di rumah,sad,0.81
25082,emosi lihat komentar orang tadi tapi yaudahlah waktu malam sama dia,angry,0.69
25083,rasanya kosong aja hari ini tapi yaudahlah di kantor sendiri,sad,0.78
25084,akhir akhir ini overthinking terus padahal udah coba santai bareng temen sama dia,anxious,0.91
25085,bingung dan takut ambil keputusan tapi yaudahlah sama temen kantor,anxious,0.92
25086,capek sama keadaan sekarang serius waktu malam sendiri,sad,0.8
25087,tadi pagi pergi sebentar ke minimarket dan kepikiran terus di rumah sendiri,neutral,0.33
25088,dapat kabar baik dari keluarga tadi pagi jujur aja di kampus sama temen kantor,happy,0.12
25089,kecewa banget sama hasilnya dari tadi kepikiran waktu malam sama dia,sad,0.56
25090,rasanya gugup terus hari ini dari tadi kepikiran bareng temen sama dia,anxious,0.78
25091,kesal banget hari ini banget asli bareng temen sama temen kantor,angry,0.91
25092,deg degan nunggu hasil pengumuman padahal udah coba santai di kampus sama dia,anxious,0.87
25093,rasanya gugup terus hari ini agak random sih di rumah sama keluarga,anxious,0.78
25094,seneng banget hari ini ketemu temen lama dari tadi kepikiran pas perjalanan sama dia,happy,0.28
25095,seneng banget hari ini ketemu temen lama padahal udah coba santai sama temen kantor,happy,0.13
25096,orang itu bikin emosi banget sih waktu malam,angry,0.81
25097,takut gagal di presentasi besok banget pas perjalanan sendiri,anxious,0.91
25098,hari ini ga ada hal spesial wkwk di rumah sama temen kantor,neutral,0.33
25099,kesal banget hari ini banget asli tadi pagi sama keluarga,angry,0.94
25100,baru selesai makan siang tadi wkwk di kantor sama temen kantor,neutral,0.33
25101,tadi pagi pergi sebentar ke minimarket wkwk waktu malam sendiri,neutral,0.4
25102,takut kalau hasilnya jelek serius di kantor sendiri,anxious,0.9
25103,khawatir sama kondisi sekarang tapi yaudahlah waktu malam sama temen kantor,anxious,0.81
25104,makan favorit hari ini bikin bahagia serius di rumah sama keluarga,happy,0.29
25105,senyum sendiri pas inget kejadian tadi wkwk tadi pagi sama temen kantor,happy,0.17
25106,besok ada jadwal meeting rutin padahal udah coba santai di kantor sama dia,neutral,0.36
25107,sekarang lagi nonton youtube padahal udah coba santai di rumah,neutral,0.43
25108,capek sama keadaan sekarang sama temen kantor,sad,0.62
25109,kenapa sih harus bikin masalah terus tapi yaudahlah bareng temen sendiri,angry,0.74
25110,hari ini berat banget dijalanin serius waktu malam sama keluarga,sad,0.77
25111,bingung dan takut ambil keputusan serius di kantor sendiri,anxious,0.86
25112,rasanya sedih banget akhir akhir ini hari ini tadi pagi sama temen kantor,sad,0.64
25113,deg degan nunggu hasil pengumuman tapi yaudahlah tadi pagi sendiri,anxious,0.75
25114,capek sama keadaan sekarang agak random sih di rumah sama keluarga,sad,0.8
25115,kesal banget hari ini dan kepikiran terus tadi pagi sendiri,angry,0.9
25116,rasanya gugup terus hari ini agak random sih di kantor sama temen kantor,anxious,0.92
25117,rasanya sedih banget akhir akhir ini agak random sih sendiri,sad,0.75
25118,cemas mikirin masa depan padahal udah coba santai pas perjalanan sama dia,anxious,0.82
25119,tadi pagi pergi sebentar ke minimarket banget asli bareng temen sendiri,neutral,0.22
25120,hari ini berat banget dijalanin hari ini waktu malam sama dia,sad,0.82
25121,sekarang lagi nonton youtube jujur aja tadi pagi sendiri,neutral,0.36
25122,kehilangan semangat buat ngapa ngapain pas perjalanan sama keluarga,sad,0.64
25123,capek ngadepin orang yang egois banget di kampus sama temen kantor,angry,0.69
25124,akhir akhir ini overthinking terus jujur aja tadi pagi sendiri,anxious,0.95
25125,rasanya gugup terus hari ini banget asli di rumah,anxious,0.88
25126,anxious banget sebelum meeting tadi dari tadi kepikiran bareng temen sama dia,anxious,0.97
25127,kenapa sih harus bikin masalah terus banget asli sendiri,angry,0.79
25128,makasih ya udah bikin hariku lebih baik sumpah di rumah,happy,0.24
25129,orang itu bikin emosi banget banget asli di kampus sama dia,angry,0.86
25130,deg degan nunggu hasil pengumuman serius bareng temen sama temen kantor,anxious,0.88
25131,orang itu bikin emosi banget serius di kampus sama dia,angry,0.9
25132,hari ini biasa aja seperti biasanya pas perjalanan sama dia,neutral,0.3
25133,kehilangan semangat buat ngapa ngapain agak random sih sendiri,sad,0.73
25134,rasanya pengen marah terus banget asli bareng temen sama dia,angry,0.68
25135,khawatir sama kondisi sekarang jujur aja pas perjalanan sama temen kantor,anxious,0.76
25136,tadi pagi pergi sebentar ke minimarket dari tadi kepikiran sendiri,neutral,0.34
25137,makan favorit hari ini bikin bahagia sih tadi pagi sama dia,happy,0.28
25138,senyum sendiri pas inget kejadian tadi serius di rumah sama keluarga,happy,0.14
25139,akhir akhir ini overthinking terus dan kepikiran terus bareng temen sama temen kantor,anxious,0.97
25140,habis beresin kamar dan lanjut kerja banget tadi pagi sama temen kantor,neutral,0.4
25141,akhir minggu ini seru banget banget asli di rumah,happy,0.2
25142,lagi baca berita sambil santai tapi yaudahlah di kampus sendiri,neutral,0.22
25143,orang itu bikin emosi banget serius bareng temen sama temen kantor,angry,0.92
25144,rasanya sedih banget akhir akhir ini banget asli bareng temen,sad,0.68
25145,aku cuma pengen istirahat sebentar dan kepikiran terus waktu malam,sad,0.71
25146,hari ini berat banget dijalanin sih pas perjalanan sama keluarga,sad,0.75
25147,akhir minggu ini seru banget wkwk tadi pagi,happy,0.08
25148,akhirnya lolos interview kerja sumpah pas perjalanan,happy,0.13
25149,lagi duduk sambil denger musik hari ini pas perjalanan sama temen kantor,neutral,0.41
25150,anxious banget sebelum meeting tadi wkwk di kampus sama temen kantor,anxious,0.8
25151,cuaca hari ini lumayan panas banget di kampus sama temen kantor,neutral,0.24
25152,akhir minggu ini seru banget pas perjalanan sama keluarga,happy,0.24
25153,rasanya sedih banget akhir akhir ini serius tadi pagi,sad,0.6
25154,takut kalau hasilnya jelek hari ini bareng temen sama keluarga,anxious,0.76
25155,khawatir sama kondisi sekarang serius bareng temen,anxious,0.88
25156,kehilangan semangat buat ngapa ngapain padahal udah coba santai waktu malam sama temen kantor,sad,0.7
25157,malam ini kepikiran terus jadi sedih hari ini bareng temen,sad,0.67
25158,cemas mikirin masa depan agak random sih di kampus,anxious,0.75
25159,besok ada jadwal meeting rutin banget bareng temen sendiri,neutral,0.23
25160,akhir minggu ini seru banget serius di rumah sama keluarga,happy,0.16
25161,sekarang lagi nonton youtube di rumah sama keluarga,neutral,0.44
25162,makasih ya udah bikin hariku lebih baik sih di rumah sama temen kantor,happy,0.08
25163,tadi pagi pergi sebentar ke minimarket sih tadi pagi sama keluarga,neutral,0.37
25164,cuaca hari ini lumayan panas padahal udah coba santai waktu malam sama dia,neutral,0.31
25165,habis beresin kamar dan lanjut kerja dari tadi kepikiran pas perjalanan sama dia,neutral,0.3
25166,anxious banget sebelum meeting tadi sih pas perjalanan sama dia,anxious,0.81
25167,rasanya sedih banget akhir akhir ini hari ini waktu malam sama keluarga,sad,0.72
25168,kepikiran banyak hal sampai susah tidur jujur aja waktu malam sama keluarga,anxious,0.89
25169,hari ini berat banget dijalanin tapi yaudahlah di rumah sama temen kantor,sad,0.77
25170,lagi baca berita sambil santai sih di kantor sama temen kantor,neutral,0.33
25171,orang itu bikin emosi banget wkwk waktu malam sendiri,angry,0.81
25172,kepikiran banyak hal sampai susah tidur sumpah bareng temen sama temen kantor,anxious,0.92
25173,cuaca hari ini lumayan panas serius di rumah sama keluarga,neutral,0.44
25174,kepikiran banyak hal sampai susah tidur dari tadi kepikiran tadi pagi sama temen kantor,anxious,0.95
25175,kesel banget sama orang yang ga tepat waktu wkwk di rumah sendiri,angry,0.76
25176,cuaca hari ini lumayan panas dan kepikiran terus pas perjalanan sama keluarga,neutral,0.44
25177,bingung dan takut ambil keputusan serius bareng temen sama keluarga,anxious,0.79
25178,capek ngadepin orang yang egois sih di kampus sama keluarga,angry,0.81
25179,tadi pagi pergi sebentar ke minimarket serius di kampus,neutral,0.4
25180,aku cuma pengen istirahat sebentar dan kepikiran terus pas perjalanan sama temen kantor,sad,0.59
25181,kesal banget hari ini sumpah di rumah sama keluarga,angry,0.68
25182,takut gagal di presentasi besok banget di rumah sama dia,anxious,0.95
25183,akhirnya tugas selesai juga lega banget wkwk di rumah,happy,0.22
25184,takut gagal di presentasi besok serius,anxious,0.94
25185,kecewa banget sama hasilnya tadi pagi,sad,0.55
25186,marah banget karena kerjaan berantakan banget asli sendiri,angry,0.88
25187,udah sabar tapi masih dibohongin sih di kantor sama dia,angry,0.73
25188,kesel banget sama orang yang ga tepat waktu sumpah bareng temen sama temen kantor,angry,0.74
25189,baru selesai makan siang tadi serius waktu malam sama temen kantor,neutral,0.41
25190,marah banget karena kerjaan berantakan sih bareng temen sendiri,angry,0.85
25191,capek ngadepin orang yang egois dari tadi kepikiran waktu malam sendiri,angry,0.82
25192,orang itu bikin emosi banget di rumah sama temen kantor,angry,0.66
25193,habis beresin kamar dan lanjut kerja padahal udah coba santai sama temen kantor,neutral,0.31
25194,rasanya sedih banget akhir akhir ini sih di rumah sama dia,sad,0.6
25195,makan favorit hari ini bikin bahagia padahal udah coba santai tadi pagi,happy,0.22
25196,masih susah move on dari kejadian itu padahal udah coba santai bareng temen sama temen kantor,sad,0.57
25197,sekarang lagi nonton youtube dari tadi kepikiran di kantor sama dia,neutral,0.31
25198,rasanya pengen marah terus sih waktu malam sendiri,angry,0.93
25199,ngerasa sendirian akhir akhir ini dan kepikiran terus sama dia,sad,0.66
25200,seneng banget hari ini ketemu temen lama padahal udah coba santai sendiri,happy,0.23
25201,aku cuma pengen istirahat sebentar banget asli di kantor sama dia,sad,0.81
25202,masih susah move on dari kejadian itu tapi yaudahlah pas perjalanan sama temen kantor,sad,0.73
25203,kesel banget sama orang yang ga tepat waktu banget tadi pagi sama keluarga,angry,0.85
25204,kesal banget hari ini wkwk di rumah sendiri,angry,0.92
25205,hari ini produktif dan mood bagus sumpah tadi pagi sama keluarga,happy,0.14
25206,geram banget sama pelayanan tadi sumpah di kampus sama keluarga,angry,0.9
25207,cemas mikirin masa depan agak random sih di kantor sendiri,anxious,0.75
25208,rasanya pengen marah terus sendiri,angry,0.71
25209,makasih ya udah bikin hariku lebih baik dari tadi kepikiran di kantor sama temen kantor,happy,0.09
25210,capek ngadepin orang yang egois serius sendiri,angry,0.78
25211,khawatir sama kondisi sekarang agak random sih bareng temen sama keluarga,anxious,0.87
25212,marah banget karena kerjaan berantakan agak random sih tadi pagi,angry,0.72
25213,cuaca hari ini lumayan panas banget asli tadi pagi sama dia,neutral,0.33
25214,baru selesai makan siang tadi sih di kantor sama keluarga,neutral,0.4
25215,geram banget sama pelayanan tadi jujur aja di rumah sendiri,angry,0.91
25216,akhirnya lolos interview kerja banget di kampus,happy,0.19
25217,besok ada jadwal meeting rutin di kantor sama keluarga,neutral,0.35
25218,makan favorit hari ini bikin bahagia sih sama dia,happy,0.29
25219,takut gagal di presentasi besok banget di kantor,anxious,0.85
25220,sekarang lagi nonton youtube dari tadi kepikiran waktu malam sama dia,neutral,0.26
25221,masih susah move on dari kejadian itu agak random sih waktu malam sama dia,sad,0.65
25222,udah sabar tapi masih dibohongin dari tadi kepikiran di kampus,angry,0.79
25223,capek sih tapi puas hasilnya bagus banget asli bareng temen sama dia,happy,0.21
25224,lagi baca berita sambil santai banget di rumah sama keluarga,neutral,0.38
25225,akhirnya lolos interview kerja serius waktu malam,happy,0.29
25226,cuaca hari ini lumayan panas sih waktu malam sendiri,neutral,0.37
25227,makasih ya udah bikin hariku lebih baik serius di rumah sama keluarga,happy,0.27
25228,masih susah move on dari kejadian itu serius di kantor sama temen kantor,sad,0.74
25229,masih susah move on dari kejadian itu padahal udah coba santai di rumah sama dia,sad,0.8
25230,baru selesai makan siang tadi tapi yaudahlah bareng temen sama keluarga,neutral,0.27
25231,makan favorit hari ini bikin bahagia sama keluarga,happy,0.28
25232,hari ini berat banget dijalanin dari tadi kepikiran di kampus sama temen kantor,sad,0.7
25233,lagi duduk sambil denger musik hari ini sama temen kantor,neutral,0.38
25234,bingung dan takut ambil keputusan banget bareng temen sama dia,anxious,0.97
25235,hari ini berat banget dijalanin agak random sih di rumah sama keluarga,sad,0.68
25236,cuaca hari ini lumayan panas banget di kampus,neutral,0.31
25237,marah banget karena kerjaan berantakan wkwk di rumah,angry,0.87
25238,geram banget sama pelayanan tadi dari tadi kepikiran bareng temen sama temen kantor,angry,0.75
25239,seneng banget hari ini ketemu temen lama dari tadi kepikiran di kampus sama keluarga,happy,0.08
25240,tadi pagi pergi sebentar ke minimarket sumpah bareng temen,neutral,0.21
25241,rasanya kosong aja hari ini sih waktu malam sama keluarga,sad,0.66
25242,akhir akhir ini overthinking terus tapi yaudahlah waktu malam,anxious,0.76
25243,takut kalau hasilnya jelek sumpah di rumah sendiri,anxious,0.72
25244,kenapa sih harus bikin masalah terus dari tadi kepikiran bareng temen sama keluarga,angry,0.87
25245,aku cuma pengen istirahat sebentar hari ini waktu malam sendiri,sad,0.73
25246,lagi baca berita sambil santai jujur aja bareng temen sama temen kantor,neutral,0.43
25247,capek sama keadaan sekarang dan kepikiran terus,sad,0.75
25248,cemas mikirin masa depan banget bareng temen sama dia,anxious,0.71
25249,marah banget karena kerjaan berantakan jujur aja,angry,0.79
25250,capek ngadepin orang yang egois agak random sih di kampus sendiri,angry,0.9
25251,kecewa banget sama hasilnya tapi yaudahlah tadi pagi sama dia,sad,0.76
25252,bingung dan takut ambil keputusan padahal udah coba santai waktu malam,anxious,0.85
25253,khawatir sama kondisi sekarang jujur aja di kantor sama keluarga,anxious,0.88
25254,cuaca hari ini lumayan panas agak random sih di kampus sama dia,neutral,0.29
25255,hari ini berat banget dijalanin jujur aja sama temen kantor,sad,0.78
25256,senyum sendiri pas inget kejadian tadi jujur aja bareng temen sama temen kantor,happy,0.14
25257,rasanya kosong aja hari ini tadi pagi,sad,0.6
25258,geram banget sama pelayanan tadi serius waktu malam sama keluarga,angry,0.81
