clean_text,emotion_label,stress_label
pagi pergi sebentar minimarket serius pagi,neutral,0.39
khawatir kondisi banget malam keluarga,anxious,0.9
lolos interview kerja coba santai pas jalan,happy,0.2
takut hasil jelek serius kantor,anxious,0.9
lelah hadap orang egois coba santai kampus teman kantor,angry,0.87
makan favorit bikin bahagia coba santai bareng teman,happy,0.11
sedih banget pikir malam keluarga,sad,0.6
lelah puas hasil bagus banget kantor teman kantor,happy,0.17
takut gagal presentasi besok pikir keluarga,anxious,0.87
tonton youtube serius,neutral,0.31
tidak ada spesial pikir pagi,neutral,0.32
lelah pagi,sad,0.7
bingung takut ambil putus pikir pas jalan,anxious,0.89
keluarga,neutral,0.34
produktif suasana hati bagus banget rumah,happy,0.08
sedih banget jujur bareng teman,sad,0.71
takut gagal presentasi besok banget asli,anxious,0.88
anxious banget meeting jujur pas jalan keluarga,anxious,0.73
habis beres kamar kerja pikir pagi teman kantor,neutral,0.21
takut gagal presentasi besok pagi,anxious,0.91
orang bikin emosi banget banget asli pagi,angry,0.83
random pagi,sad,0.79
marah banget kerja beranta banget bareng teman keluarga,angry,0.95
pagi pergi sebentar minimarket pas jalan,neutral,0.25
tugas selesai lega banget malam keluarga,happy,0.21
lelah puas hasil bagus random kampus teman kantor,happy,0.15
geram banget layan banget asli kampus,angry,0.78
banget asli rumah,sad,0.57
takut hasil jelek sumpah pagi,anxious,0.91
berat banget jalan sumpah rumah teman kantor,sad,0.79
kecewa banget hasil rumah teman kantor,sad,0.73
takut hasil jelek random bareng teman,anxious,0.79
lelah puas hasil bagus pagi,happy,0.18
emosi lihat komentar orang random kampus,angry,0.8
lelah serius kampus,sad,0.66
cemas ya pagi,anxious,0.81
minggu seru banget malam,happy,0.07
cemas pikir banget pas jalan,anxious,0.92
produktif suasana hati bagus serius pagi,happy,0.12
lolos interview kerja pikir kantor,happy,0.07
besok jadwal meeting rutin rumah,neutral,0.35
lelah hadap orang egois rumah,angry,0.71
marah lucu kantor teman kantor,angry,0.86
lolos interview kerja banget asli bareng teman,happy,0.24
habis beres kamar kerja rumah,neutral,0.32
gugup serius rumah,anxious,0.74
minggu seru banget keluarga,happy,0.1
lelah puas hasil bagus kampus keluarga,happy,0.27
minggu seru banget pikir kantor teman kantor,happy,0.09
emosi lihat komentar orang lucu pas jalan teman kantor,angry,0.74
pagi pergi sebentar minimarket jujur malam,neutral,0.26
lelah puas hasil bagus malam teman kantor,happy,0.06
lolos interview kerja jujur pagi,happy,0.17
duduk dengar musik jujur malam,neutral,0.35
senang banget ketemu teman banget teman kantor,happy,0.16
lelah ya pagi,sad,0.79
berat banget jalan ya pagi keluarga,sad,0.8
kesal banget orang tidak tepat banget asli kampus keluarga,angry,0.76
takut hasil jelek pas jalan,anxious,0.79
baca berita santai random pas jalan teman kantor,neutral,0.31
minggu seru banget kampus teman kantor,happy,0.3
tugas selesai lega banget ya kantor,happy,0.25
kecewa banget hasil random,sad,0.75
besok jadwal meeting rutin serius kampus keluarga,neutral,0.23
tidak ada spesial malam teman kantor,neutral,0.43
minggu seru banget ya bareng teman,happy,0.15
gugup banget asli pas jalan keluarga,anxious,0.92
makan favorit bikin bahagia sumpah,happy,0.08
kecewa banget hasil pikir kantor,sad,0.73
lelah hadap orang egois ya rumah keluarga,angry,0.85
makan favorit bikin bahagia coba santai kampus,happy,0.13
orang bikin emosi banget pikir malam teman kantor,angry,0.9
lelah puas hasil bagus serius kampus,happy,0.11
pikir susah tidur coba santai kantor keluarga,anxious,0.83
kosong coba santai malam,sad,0.83
berat banget jalan,sad,0.61
cemas serius pagi,anxious,0.75
takut gagal presentasi besok pikir malam,anxious,0.93
takut hasil jelek ya rumah,anxious,0.79
lelah puas hasil bagus jujur rumah keluarga,happy,0.05
tidak ada spesial banget asli bareng teman,neutral,0.44
gugup ya pagi keluarga,anxious,0.83
lelah hadap orang egois,angry,0.66
cemas banget asli kampus teman kantor,anxious,0.71
hilang semangat sumpah rumah,sad,0.68
tonton youtube random bareng teman,neutral,0.32
tonton youtube sumpah kampus,neutral,0.33
kecewa banget hasil serius kampus,sad,0.62
besok jadwal meeting rutin banget asli pas jalan keluarga,neutral,0.26
jujur bareng teman keluarga,sad,0.63
kecewa banget hasil random kampus teman kantor,sad,0.75
produktif suasana hati bagus sumpah bareng teman,happy,0.22
hilang semangat jujur kampus,sad,0.77
produktif suasana hati bagus banget asli kantor,happy,0.15
baca berita santai pikir malam keluarga,neutral,0.32
duduk dengar musik jujur malam teman kantor,neutral,0.31
cuaca lumayan panas pas jalan keluarga,neutral,0.37
hilang semangat banget asli pagi keluarga,sad,0.72
geram banget layan malam,angry,0.74
pikir susah tidur kampus,anxious,0.84
lelah jujur pagi teman kantor,sad,0.83
marah pikir rumah,angry,0.77
lolos interview kerja jujur kantor,happy,0.29
kesal banget orang tidak tepat serius pas jalan,angry,0.79
kecewa banget hasil banget kantor keluarga,sad,0.83
gugup banget rumah,anxious,0.7
hilang semangat kantor,sad,0.63
lelah puas hasil bagus malam,happy,0.19
takut hasil jelek banget kantor,anxious,0.98
tugas selesai lega banget random bareng teman,happy,0.25
lelah hadap orang egois coba santai,angry,0.69
terima kasih ya bikin hari pikir pas jalan teman kantor,happy,0.08
besok jadwal meeting rutin malam keluarga,neutral,0.31
minggu seru banget random rumah,happy,0.13
marah banget kerja beranta kampus,angry,0.9
bingung takut ambil putus random kampus teman kantor,anxious,0.89
tugas selesai lega banget jujur rumah teman kantor,happy,0.2
baca berita santai ya malam teman kantor,neutral,0.38
minggu seru banget jujur kantor teman kantor,happy,0.26
marah coba santai pagi keluarga,angry,0.66
produktif suasana hati bagus banget kampus,happy,0.07
baca berita santai,neutral,0.39
kabar keluarga pagi serius bareng teman,happy,0.18
kesal banget rumah,angry,0.93
baca berita santai coba santai kampus teman kantor,neutral,0.24
marah ya rumah,angry,0.9
cuaca lumayan panas banget asli pagi,neutral,0.31
tidak ada spesial pikir malam teman kantor,neutral,0.34
kosong jujur pas jalan,sad,0.79
senyum pas jadi ya keluarga,happy,0.18
susah pindah on jadi random kantor keluarga,sad,0.66
bikin,angry,0.81
kesal banget orang tidak tepat kantor teman kantor,angry,0.74
tugas selesai lega banget jujur malam,happy,0.17
bingung takut ambil putus pas jalan,anxious,0.73
takut gagal presentasi besok coba santai,anxious,0.77
lelah puas hasil bagus ya rumah keluarga,happy,0.07
hilang semangat random bareng teman teman kantor,sad,0.67
tidak ada spesial pikir rumah,neutral,0.37
kabar keluarga pagi serius pas jalan,happy,0.14
bingung takut ambil putus jujur pagi keluarga,anxious,0.92
takut hasil jelek kampus,anxious,0.89
selesai makan siang sumpah kampus keluarga,neutral,0.35
tugas selesai lega banget banget pas jalan,happy,0.21
lelah puas hasil bagus serius bareng teman,happy,0.24
kesal banget coba santai,angry,0.77
anxious banget meeting random bareng teman,anxious,0.83
senang banget ketemu teman kampus teman kantor,happy,0.28
serius kantor,neutral,0.23
khawatir kondisi coba santai malam,anxious,0.72
tonton youtube pikir malam,neutral,0.41
tonton youtube pikir kantor,neutral,0.32
deg degan tunggu hasil umum serius kantor,anxious,0.81
deg degan tunggu hasil umum jujur malam,anxious,0.72
minggu seru banget sumpah kantor keluarga,happy,0.09
lolos interview kerja pikir pagi,happy,0.22
geram banget layan pikir pas jalan,angry,0.74
lelah hadap orang egois jujur pas jalan,angry,0.78
lelah hadap orang egois sumpah keluarga,angry,0.87
marah ya rumah,angry,0.87
selesai makan siang jujur malam,neutral,0.2
lelah rumah,sad,0.82
kecewa banget hasil pagi,sad,0.57
banget pas jalan teman kantor,neutral,0.2
berat banget jalan serius bareng teman,sad,0.75
khawatir kondisi sumpah kantor,anxious,0.79
bingung takut ambil putus lucu malam,anxious,0.96
kecewa banget hasil pikir malam,sad,0.59
pagi pergi sebentar minimarket banget asli,neutral,0.36
deg degan tunggu hasil umum pikir kampus teman kantor,anxious,0.93
istirahat sebentar pikir pas jalan,sad,0.82
selesai makan siang banget pagi,neutral,0.33
gugup pas jalan teman kantor,anxious,0.76
deg degan tunggu hasil umum jujur keluarga,anxious,0.96
kecewa banget hasil serius kampus,sad,0.84
sedih banget kantor,sad,0.6
kesal banget orang tidak tepat serius bareng teman,angry,0.67
kecewa banget hasil ya pas jalan,sad,0.59
cuaca lumayan panas pikir teman kantor,neutral,0.21
lelah puas hasil bagus pikir pagi,happy,0.27
susah pindah on jadi rumah,sad,0.63
kabar keluarga pagi random pas jalan teman kantor,happy,0.1
berat banget jalan malam,sad,0.76
bikin kantor,angry,0.86
kosong sumpah malam,sad,0.62
tidak ada spesial jujur bareng teman teman kantor,neutral,0.28
marah banget kerja beranta pas jalan keluarga,angry,0.85
malam pikir sedih serius pagi keluarga,sad,0.58
cemas pikir pikir kantor,anxious,0.7
kecewa banget hasil jujur rumah,sad,0.63
habis beres kamar kerja kampus,neutral,0.29
terima kasih ya bikin hari ya rumah,happy,0.22
terima kasih ya bikin hari lucu kampus keluarga,happy,0.24
sedih banget random pagi,sad,0.81
cemas serius kantor,anxious,0.8
pagi teman kantor,sad,0.77
berat banget jalan sumpah malam,sad,0.58
lelah hadap orang egois jujur kampus,angry,0.81
hilang semangat jujur kampus teman kantor,sad,0.77
geram banget layan kampus,angry,0.78
hilang semangat pikir kantor,sad,0.68
kesal banget pikir pagi,angry,0.65
anxious banget meeting banget,anxious,0.94
minggu seru banget serius kampus keluarga,happy,0.12
istirahat sebentar lucu pas jalan,sad,0.55
makan favorit bikin bahagia kantor,happy,0.18
sedih banget pikir kantor,sad,0.76
baca berita santai sumpah pagi teman kantor,neutral,0.42
lelah puas hasil bagus ya bareng teman teman kantor,happy,0.19
geram banget layan coba santai pagi keluarga,angry,0.68
bikin banget bareng teman,angry,0.69
lolos interview kerja ya pagi,happy,0.1
kosong ya rumah teman kantor,sad,0.72
tidak ada spesial sumpah pagi,neutral,0.4
makan favorit bikin bahagia random rumah teman kantor,happy,0.24
senang banget ketemu teman pikir bareng teman,happy,0.13
kabar keluarga pagi banget asli pas jalan keluarga,happy,0.06
khawatir kondisi malam,anxious,0.87
bingung takut ambil putus lucu kantor teman kantor,anxious,0.93
lolos interview kerja sumpah malam teman kantor,happy,0.19
sabar bohong serius kampus,angry,0.82
orang bikin emosi banget pikir kantor keluarga,angry,0.87
senang banget ketemu teman banget asli malam teman kantor,happy,0.13
minggu seru banget jujur bareng teman keluarga,happy,0.27
istirahat sebentar banget asli bareng teman,sad,0.61
baca berita santai coba santai,neutral,0.45
terima kasih ya bikin hari banget,happy,0.13
gugup random bareng teman,anxious,0.8
lelah banget kantor,sad,0.81
lelah puas hasil bagus kantor keluarga,happy,0.22
berat banget jalan banget asli rumah keluarga,sad,0.6
deg degan tunggu hasil umum bareng teman,anxious,0.93
takut hasil jelek sumpah pas jalan keluarga,anxious,0.77
selesai makan siang random pas jalan teman kantor,neutral,0.27
lelah hadap orang egois coba santai pagi keluarga,angry,0.71
makan favorit bikin bahagia coba santai kampus keluarga,happy,0.26
takut hasil jelek bareng teman,anxious,0.94
selesai makan siang coba santai rumah,neutral,0.26
pagi pergi sebentar minimarket jujur kantor teman kantor,neutral,0.42
anxious banget meeting pikir kampus,anxious,0.82
sedih banget pikir kampus,sad,0.61
kesal banget orang tidak tepat bareng teman,angry,0.81
tonton youtube malam,neutral,0.34
lelah puas hasil bagus sumpah pagi,happy,0.11
selesai makan siang pikir rumah teman kantor,neutral,0.3
pagi pergi sebentar minimarket random malam,neutral,0.43
geram banget layan rumah keluarga,angry,0.85
marah coba santai rumah keluarga,angry,0.68
geram banget layan malam teman kantor,angry,0.89
kosong banget asli malam,sad,0.71
kecewa banget hasil banget kantor keluarga,sad,0.79
sedih banget pikir rumah keluarga,sad,0.7
lelah hadap orang egois ya,angry,0.69
geram banget layan pikir bareng teman,angry,0.94
lolos interview kerja banget asli teman kantor,happy,0.18
sabar bohong random kampus teman kantor,angry,0.71
baca berita santai serius bareng teman keluarga,neutral,0.28
emosi lihat komentar orang banget pas jalan,angry,0.71
geram banget layan random teman kantor,angry,0.73
tugas selesai lega banget serius pas jalan,happy,0.14
lucu malam,neutral,0.25
marah banget asli bareng teman,angry,0.68
bingung takut ambil putus,anxious,0.71
takut gagal presentasi besok random teman kantor,anxious,0.94
kabar keluarga pagi ya kampus keluarga,happy,0.16
makan favorit bikin bahagia banget kantor,happy,0.09
kecewa banget hasil serius pagi,sad,0.79
duduk dengar musik lucu rumah,neutral,0.39
malam pikir sedih pikir rumah,sad,0.7
marah serius malam,angry,0.77
lelah hadap orang egois serius kampus,angry,0.68
malam pikir sedih sumpah bareng teman teman kantor,sad,0.63
berat banget jalan ya kampus,sad,0.71
susah pindah on jadi rumah,sad,0.8
istirahat sebentar sumpah,sad,0.6
pagi pergi sebentar minimarket random kantor,neutral,0.34
kosong pas jalan,sad,0.76
cemas random pagi,anxious,0.98
berat banget jalan random kampus,sad,0.77
duduk dengar musik pikir teman kantor,neutral,0.29
marah serius kantor,angry,0.67
lelah hadap orang egois banget asli pas jalan,angry,0.68
besok jadwal meeting rutin pikir malam,neutral,0.26
kesal banget lucu bareng teman teman kantor,angry,0.87
senyum pas jadi pikir malam,happy,0.15
malam pikir sedih bareng teman,sad,0.59
lelah puas hasil bagus sumpah malam,happy,0.17
khawatir kondisi random,anxious,0.89
kesal banget coba santai pagi,angry,0.79
takut gagal presentasi besok kampus,anxious,0.77
lelah puas hasil bagus kantor,happy,0.18
senyum pas jadi banget asli pas jalan,happy,0.15
lolos interview kerja coba santai rumah keluarga,happy,0.2
geram banget layan pikir bareng teman,angry,0.88
malam pikir sedih pikir kantor keluarga,sad,0.8
takut gagal presentasi besok ya bareng teman,anxious,0.72
malam pikir sedih pikir pagi,sad,0.68
minggu seru banget jujur bareng teman,happy,0.07
cuaca lumayan panas banget kantor,neutral,0.4
bingung takut ambil putus ya pagi,anxious,0.8
geram banget layan malam,angry,0.7
khawatir kondisi ya kantor,anxious,0.95
malam pikir sedih rumah,sad,0.69
duduk dengar musik ya rumah,neutral,0.44
bingung takut ambil putus ya,anxious,0.89
bikin pikir kantor teman kantor,angry,0.67
kabar keluarga pagi ya rumah,happy,0.27
senyum pas jadi random kampus,happy,0.22
tonton youtube kantor,neutral,0.34
habis beres kamar kerja serius kantor keluarga,neutral,0.39
khawatir kondisi lucu bareng teman,anxious,0.87
susah pindah on jadi pikir rumah keluarga,sad,0.75
pikir pagi,neutral,0.22
selesai makan siang sumpah pas jalan,neutral,0.39
lolos interview kerja pikir,happy,0.23
terima kasih ya bikin hari lucu kampus,happy,0.18
senyum pas jadi random bareng teman teman kantor,happy,0.3
bikin lucu malam,angry,0.65
duduk dengar musik lucu bareng teman,neutral,0.27
marah banget kerja beranta banget malam teman kantor,angry,0.78
takut hasil jelek jujur kantor,anxious,0.8
istirahat sebentar serius kantor,sad,0.75
kesal banget banget asli bareng teman teman kantor,angry,0.91
lolos interview kerja sumpah malam,happy,0.28
baca berita santai kantor,neutral,0.3
besok jadwal meeting rutin sumpah pagi teman kantor,neutral,0.34
lelah hadap orang egois coba santai bareng teman,angry,0.94
sedih banget sumpah pas jalan,sad,0.75
pikir susah tidur rumah,anxious,0.77
kabar keluarga pagi banget malam teman kantor,happy,0.26
produktif suasana hati bagus sumpah rumah keluarga,happy,0.14
produktif suasana hati bagus ya kantor,happy,0.21
khawatir kondisi teman kantor,anxious,0.88
malam pikir sedih lucu bareng teman,sad,0.7
minggu seru banget coba santai bareng teman,happy,0.08
geram banget layan banget,angry,0.86
makan favorit bikin bahagia ya malam,happy,0.18
malam pikir sedih lucu,sad,0.68
marah banget kerja beranta serius pas jalan teman kantor,angry,0.75
senyum pas jadi lucu,happy,0.29
senyum pas jadi ya malam,happy,0.14
terima kasih ya bikin hari banget teman kantor,happy,0.14
marah banget kerja beranta ya pagi,angry,0.67
gugup coba santai malam,anxious,0.77
hilang semangat ya kantor,sad,0.81
emosi lihat komentar orang banget asli kantor keluarga,angry,0.8
takut gagal presentasi besok bareng teman,anxious,0.76
lelah sumpah bareng teman,sad,0.81
lelah banget asli bareng teman teman kantor,sad,0.76
baca berita santai lucu pagi,neutral,0.34
selesai makan siang banget asli kampus teman kantor,neutral,0.36
tonton youtube kampus keluarga,neutral,0.3
lelah puas hasil bagus banget,happy,0.16
takut hasil jelek serius malam,anxious,0.85
habis beres kamar kerja bareng teman teman kantor,neutral,0.23
selesai makan siang ya,neutral,0.33
marah sumpah pas jalan,angry,0.93
terima kasih ya bikin hari pikir kantor teman kantor,happy,0.09
duduk dengar musik pagi,neutral,0.35
marah banget asli kampus,angry,0.74
hilang semangat serius rumah teman kantor,sad,0.58
kosong banget,sad,0.77
berat banget jalan banget pagi,sad,0.68
kesal banget bareng teman,angry,0.78
tonton youtube serius malam,neutral,0.27
makan favorit bikin bahagia ya pas jalan,happy,0.19
makan favorit bikin bahagia sumpah kantor teman kantor,happy,0.09
istirahat sebentar banget malam,sad,0.66
lelah hadap orang egois sumpah kampus keluarga,angry,0.7
bingung takut ambil putus banget asli,anxious,0.9
bingung takut ambil putus jujur pagi,anxious,0.77
lelah hadap orang egois sumpah pas jalan,angry,0.93
selesai makan siang random pagi,neutral,0.36
cemas bareng teman keluarga,anxious,0.81
cemas pikir ya pagi,anxious,0.78
makan favorit bikin bahagia jujur malam,happy,0.09
istirahat sebentar pikir pagi,sad,0.58
susah pindah on jadi pikir,sad,0.59
kabar keluarga pagi pikir bareng teman teman kantor,happy,0.09
tonton youtube banget asli malam keluarga,neutral,0.42
deg degan tunggu hasil umum random malam,anxious,0.95
habis beres kamar kerja banget asli malam,neutral,0.41
cemas lucu bareng teman,anxious,0.76
produktif suasana hati bagus teman kantor,happy,0.29
marah kampus,angry,0.74
pikir susah tidur pikir rumah,anxious,0.84
istirahat sebentar pikir kantor keluarga,sad,0.57
pikir susah tidur banget asli malam,anxious,0.93
lelah hadap orang egois coba santai,angry,0.82
pikir susah tidur banget asli pagi,anxious,0.96
kesal banget orang tidak tepat jujur malam keluarga,angry,0.75
marah serius pagi,angry,0.8
marah banget kerja beranta pikir kampus keluarga,angry,0.68
baca berita santai malam teman kantor,neutral,0.27
cemas pikir pas jalan,anxious,0.81
terima kasih ya bikin hari kampus,happy,0.19
lelah puas hasil bagus pas jalan keluarga,happy,0.25
sedih banget kampus keluarga,sad,0.72
pagi pergi sebentar minimarket banget asli kampus teman kantor,neutral,0.42
khawatir kondisi pikir pagi keluarga,anxious,0.92
habis beres kamar kerja ya rumah,neutral,0.36
terima kasih ya bikin hari serius pas jalan teman kantor,happy,0.26
kesal banget orang tidak tepat pikir kantor keluarga,angry,0.79
produktif suasana hati bagus pikir bareng teman,happy,0.15
duduk dengar musik random rumah,neutral,0.31
makan favorit bikin bahagia pikir pagi,happy,0.06
selesai makan siang sumpah bareng teman teman kantor,neutral,0.34
malam pikir sedih pikir malam,sad,0.71
bingung takut ambil putus pas jalan keluarga,anxious,0.85
sabar bohong coba santai pas jalan,angry,0.75
habis beres kamar kerja random kampus keluarga,neutral,0.37
senyum pas jadi rumah,happy,0.19
random keluarga,sad,0.61
kecewa banget hasil coba santai rumah,sad,0.74
tugas selesai lega banget serius malam keluarga,happy,0.2
deg degan tunggu hasil umum malam,anxious,0.83
emosi lihat komentar orang jujur malam teman kantor,angry,0.73
bingung takut ambil putus coba santai pas jalan,anxious,0.84
sedih banget coba santai bareng teman teman kantor,sad,0.84
hilang semangat random,sad,0.7
deg degan tunggu hasil umum ya pas jalan teman kantor,anxious,0.93
lolos interview kerja kantor,happy,0.28
sumpah malam teman kantor,sad,0.65
habis beres kamar kerja pikir kantor,neutral,0.27
lelah puas hasil bagus banget kampus teman kantor,happy,0.27
lelah puas hasil bagus banget asli pas jalan keluarga,happy,0.19
tidak ada spesial jujur pagi,neutral,0.37
minggu seru banget banget teman kantor,happy,0.19
habis beres kamar kerja ya kampus teman kantor,neutral,0.37
takut hasil jelek ya malam,anxious,0.77
kesal banget orang tidak tepat coba santai rumah teman kantor,angry,0.65
deg degan tunggu hasil umum banget asli kampus teman kantor,anxious,0.97
makan favorit bikin bahagia banget malam,happy,0.08
kecewa banget hasil sumpah pagi teman kantor,sad,0.59
makan favorit bikin bahagia pas jalan,happy,0.15
lelah random,sad,0.75
sumpah rumah,neutral,0.24
takut hasil jelek pikir,anxious,0.76
bingung takut ambil putus sumpah bareng teman,anxious,0.81
tidak ada spesial lucu pas jalan,neutral,0.39
selesai makan siang coba santai rumah,neutral,0.43
sabar bohong pikir kampus,angry,0.72
bikin jujur pagi keluarga,angry,0.66
lolos interview kerja lucu pas jalan,happy,0.14
takut gagal presentasi besok banget pas jalan,anxious,0.84
berat banget jalan pagi teman kantor,sad,0.61
bikin random bareng teman,angry,0.68
duduk dengar musik bareng teman,neutral,0.41
cuaca lumayan panas malam,neutral,0.44
duduk dengar musik pikir pagi teman kantor,neutral,0.4
kesal banget pas jalan,angry,0.82
kecewa banget hasil ya rumah keluarga,sad,0.55
kesal banget orang tidak tepat bareng teman keluarga,angry,0.81
lelah hadap orang egois sumpah rumah,angry,0.77
sedih banget random bareng teman,sad,0.8
geram banget layan lucu kantor,angry,0.84
cemas pikir kantor teman kantor,anxious,0.74
kesal banget orang tidak tepat teman kantor,angry,0.65
takut gagal presentasi besok banget pas jalan teman kantor,anxious,0.73
lelah hadap orang egois banget asli bareng teman teman kantor,angry,0.92
lelah hadap orang egois ya kampus,angry,0.66
baca berita santai random malam,neutral,0.33
banget rumah keluarga,sad,0.83
marah banget kerja beranta bareng teman,angry,0.88
baca berita santai bareng teman keluarga,neutral,0.24
minggu seru banget jujur malam,happy,0.16
makan favorit bikin bahagia jujur pas jalan keluarga,happy,0.06
lolos interview kerja banget kantor keluarga,happy,0.18
makan favorit bikin bahagia rumah,happy,0.14
takut gagal presentasi besok pikir pas jalan,anxious,0.85
sedih banget serius bareng teman keluarga,sad,0.7
cemas random pas jalan,anxious,0.81
orang bikin emosi banget banget kampus,angry,0.88
kesal banget bareng teman teman kantor,angry,0.85
lelah hadap orang egois pikir kampus teman kantor,angry,0.69
berat banget jalan pikir rumah,sad,0.79
senang banget ketemu teman banget asli rumah keluarga,happy,0.18
geram banget layan lucu bareng teman,angry,0.74
cemas pikir banget asli malam,anxious,0.94
khawatir kondisi serius rumah keluarga,anxious,0.78
malam pikir sedih lucu kantor,sad,0.7
selesai makan siang pikir pas jalan teman kantor,neutral,0.38
kesal banget sumpah bareng teman,angry,0.94
emosi lihat komentar orang jujur kampus,angry,0.73
makan favorit bikin bahagia banget asli,happy,0.08
kesal banget coba santai pagi keluarga,angry,0.66
kesal banget orang tidak tepat rumah,angry,0.91
deg degan tunggu hasil umum banget asli pas jalan teman kantor,anxious,0.81
besok jadwal meeting rutin lucu bareng teman,neutral,0.33
senyum pas jadi jujur pagi teman kantor,happy,0.08
malam pikir sedih pikir keluarga,sad,0.75
lolos interview kerja malam keluarga,happy,0.26
bingung takut ambil putus pikir bareng teman,anxious,0.87
tidak ada spesial banget asli malam,neutral,0.28
kesal banget coba santai rumah,angry,0.68
marah random,angry,0.94
pagi pergi sebentar minimarket sumpah bareng teman,neutral,0.3
gugup jujur teman kantor,anxious,0.72
geram banget layan sumpah bareng teman,angry,0.86
pikir susah tidur lucu rumah teman kantor,anxious,0.79
lolos interview kerja ya pas jalan,happy,0.11
kesal banget lucu kantor,angry,0.82
senang banget ketemu teman serius kantor,happy,0.27
susah pindah on jadi pikir keluarga,sad,0.65
cemas pikir serius keluarga,anxious,0.77
malam pikir sedih sumpah malam,sad,0.56
khawatir kondisi pikir rumah,anxious,0.91
duduk dengar musik sumpah kampus,neutral,0.31
lelah hadap orang egois jujur kampus,angry,0.87
tidak ada spesial ya kampus,neutral,0.28
hilang semangat,sad,0.68
khawatir kondisi serius kampus,anxious,0.84
senyum pas jadi teman kantor,happy,0.14
selesai makan siang sumpah keluarga,neutral,0.22
kesal banget jujur kantor keluarga,angry,0.73
lolos interview kerja banget asli bareng teman keluarga,happy,0.2
lolos interview kerja banget rumah teman kantor,happy,0.1
gugup jujur bareng teman teman kantor,anxious,0.77
orang bikin emosi banget pikir pagi,angry,0.75
kabar keluarga pagi pas jalan,happy,0.12
baca berita santai bareng teman keluarga,neutral,0.28
lolos interview kerja kampus keluarga,happy,0.16
kecewa banget hasil pikir kantor teman kantor,sad,0.65
lolos interview kerja pikir kantor keluarga,happy,0.18
istirahat sebentar random malam keluarga,sad,0.59
lelah hadap orang egois jujur bareng teman teman kantor,angry,0.86
senang banget ketemu teman banget asli teman kantor,happy,0.29
coba santai rumah,sad,0.67
malam pikir sedih coba santai malam,sad,0.66
malam teman kantor,sad,0.59
susah pindah on jadi banget asli kampus,sad,0.81
random kampus,sad,0.73
susah pindah on jadi serius pas jalan keluarga,sad,0.65
emosi lihat komentar orang pikir kantor,angry,0.74
duduk dengar musik pikir rumah,neutral,0.25
kosong pas jalan,sad,0.75
malam pikir sedih sumpah pagi,sad,0.64
hilang semangat lucu pagi,sad,0.73
ya pas jalan,neutral,0.4
kabar keluarga pagi banget pagi teman kantor,happy,0.14
emosi lihat komentar orang coba santai bareng teman,angry,0.67
kecewa banget hasil pikir kampus,sad,0.61
kosong ya bareng teman,sad,0.66
pikir susah tidur banget asli kantor keluarga,anxious,0.73
kabar keluarga pagi random pas jalan teman kantor,happy,0.23
kosong pikir kampus,sad,0.75
kesal banget random malam,angry,0.93
kesal banget banget asli kantor,angry,0.65
anxious banget meeting coba santai rumah,anxious,0.78
tidak ada spesial keluarga,neutral,0.39
emosi lihat komentar orang pikir kampus,angry,0.82
habis beres kamar kerja coba santai pas jalan,neutral,0.27
berat banget jalan jujur bareng teman,sad,0.83
habis beres kamar kerja sumpah pagi keluarga,neutral,0.45
terima kasih ya bikin hari random rumah keluarga,happy,0.14
minggu seru banget banget asli malam,happy,0.07
cemas pikir ya pas jalan keluarga,anxious,0.84
senyum pas jadi serius kampus,happy,0.26
kosong lucu rumah,sad,0.76
marah banget kerja beranta banget asli teman kantor,angry,0.81
kesal banget orang tidak tepat random pas jalan teman kantor,angry,0.82
kabar keluarga pagi jujur rumah keluarga,happy,0.08
marah banget kantor keluarga,angry,0.73
random pagi teman kantor,neutral,0.42
geram banget layan pikir pas jalan,angry,0.86
malam pikir sedih rumah,sad,0.75
makan favorit bikin bahagia coba santai pagi,happy,0.13
duduk dengar musik coba santai bareng teman teman kantor,neutral,0.32
makan favorit bikin bahagia jujur pas jalan,happy,0.24
susah pindah on jadi random bareng teman,sad,0.71
minggu seru banget pikir bareng teman teman kantor,happy,0.19
gugup lucu bareng teman,anxious,0.93
pikir susah tidur kantor keluarga,anxious,0.75
sabar bohong coba santai pas jalan,angry,0.68
cemas pikir serius kampus,anxious,0.87
marah coba santai pagi,angry,0.68
bingung takut ambil putus ya pas jalan,anxious,0.84
deg degan tunggu hasil umum banget bareng teman,anxious,0.77
hilang semangat banget kantor keluarga,sad,0.81
tonton youtube kampus keluarga,neutral,0.4
susah pindah on jadi jujur rumah,sad,0.68
marah banget kerja beranta sumpah pagi keluarga,angry,0.92
cemas pikir pas jalan,anxious,0.89
kabar keluarga pagi pagi keluarga,happy,0.07
cemas pikir pas jalan,anxious,0.75
sabar bohong,angry,0.66
terima kasih ya bikin hari lucu kampus keluarga,happy,0.12
kosong jujur malam,sad,0.72
banget rumah teman kantor,sad,0.72
takut gagal presentasi besok banget asli kampus teman kantor,anxious,0.88
kosong sumpah pagi,sad,0.74
kosong jujur rumah,sad,0.77
malam pikir sedih pikir malam keluarga,sad,0.65
hilang semangat banget asli rumah teman kantor,sad,0.83
istirahat sebentar kampus keluarga,sad,0.75
tugas selesai lega banget,happy,0.28
lolos interview kerja malam keluarga,happy,0.17
gugup serius rumah,anxious,0.95
hilang semangat random bareng teman teman kantor,sad,0.82
emosi lihat komentar orang ya,angry,0.88
