clean_text,emotion_label,stress_label
moga allah limpah rezeki orang orang sangkut tidak buat sedih mama tidak ambil alih pesan orang moga allah ganti rezeki kali lipat mama bayar cicil rumah amin,neutral,0.34
asli iya takut kopit ganti musim,anxious,0.8
kayak tidak sih lucu habbits,neutral,0.38
jangan pergi ustad ya suka suka stad lucu,happy,0.18
kayak asyik banget iya kerja enak sesuai passion gaji ya oke foya tabung kayak happy jalan teman ya ya tapi tidak jalan sepatu memek,angry,0.95
kuuyy kak lihat haekal bahagia sad end kesan hadu cari sakit,happy,0.11
senang,neutral,0.36
ramai jajar sepi nalar lupa batang akar lembar daftar,neutral,0.34
kirim foto tulis top up hasil,neutral,0.24
main tiktok bikin orang tolol tidak adab tidak tau toleransi better stop main tiktok konten hilang attitude,angry,0.97
takut tidak bisa peran min yoongi baique yoongi kayak diam diam petakilan takut suruh show off savage an tidak sampai,anxious,0.89
kaget anjing seru lucu lucu lucu,happy,0.08
cowok kembar suka gue kos an belah banget kembar jauh pindah indekos sepi,sad,0.65
tenaga kerja asing tidak usah jiplak tidak tahu budaya orang indonesia bodoh jangan di tonton tenaga kerja asing buzzerrp receh dasar lambe arus,angry,0.86
mah suster eh kabar,neutral,0.29
enak nino ya mak bikin anak mamak sedih sedih tidak bisa live igeh,sad,0.69
aakk benci pulau tidak paham,angry,0.9
bukan karena butuh iseng joshua suka gaul lapis masyarakat puas hilang alright joshua selesai cukur ambil sabun khusus bersih dada gori,neutral,0.33
ya allah moga bapak lekas sembuh ya hope there is good news for them teman snder jangan serah hidup serah orang tua sedih indah hidup ya juang semangaat,neutral,0.29
lupa banget menang kadang biar menang pancing pakai tonton film sedih susah ya takut sistem air mata tidak reproduksi,sad,0.52
bodoh orang doa makan beli jatuh burai sempt masuk mulut amin,angry,0.91
bikin unik angle ambil gambar nor batu,neutral,0.33
sabar ya orang kayak tinggal,neutral,0.3
tidak ada orang percaya teman sahabat saudara orang tua bukan orang cerita senang sedih bahagia susah gue tuhan enggan jadi adu,sad,0.68
sumpah emosi banget iya,angry,0.85
kira jumat vibesnya kayak jumat sepi,neutral,0.29
cerita sedih hutang negara trillion rakyat derma tabung harap alih alih meeting minum gloria jean si minum evian benda bebal sebab ph tumbang prk prn marhean kepala hangguk,neutral,0.31
pagi pagi sedih,sad,0.72
sedih gaoaoa moga ngehype birthday jisung,sad,0.71
iya tau sepi buka ya kadang update bias doang scroll tok,neutral,0.38
bahagia sedih sayang libat orang tidak peduli terima kasih yuan sayang harga tidak drama,happy,0.16
alhamdulillah drawnya wangi takut,anxious,0.85
kerudung tidak saya tidak bisa keeudung mleyat mleyot kusut ngewe no pakai kerudung rabani jum at sabtu wajib pakai logo sekolah daan menit kayak jalan,neutral,0.21
jatuh gagal tidak akan sedih kecewa semangattss,neutral,0.26
kakak terima kasih ya ampun denise sedih banget,sad,0.75
benci kenapa korg tepuk hoi,angry,1.0
still kena marah pasal panadol,angry,1.0
tengok je sedih,sad,0.61
shade cushion pakai over cocok ya warm ivory terang tidak aku kali beli bingung pilih shade takut salah,anxious,0.81
peduli apa milik senyum buat bahagia doa buat kuat,neutral,0.2
ya kamis wajah ell kayak lemas mata kaca kaca gue sedih gue sakit suka menang sembuh hiks,sad,0.55
rumah judul sedih banget woilaahh,sad,0.8
arab halal coy orang orang bodoh indonesia kdrt benar kencing onta minum teroris jadi anggota fatwa majelis ulama indonesia teroris jadi ulama ustaz guru agama,angry,0.89
interact kamerad joo tidak jadi kesal kamerad joo gemas banget kayak malu malu kucing tolong salah fokus their little momen every episode are sok precious,happy,0.04
sabar diri sungguh allah orang orang sabar hati tenang hati luka,neutral,0.39
ya allah exol senang banget even hiatus suka,happy,0.2
tau sedih senang,neutral,0.23
semangat kyoo,happy,0.18
gue tidak enak badan pas pekan,sad,0.71
full sedih mazzehh,sad,0.68
indah terbang jujur ku takut jatuh,anxious,0.82
tolol anjir,angry,0.98
tidak enak,sad,0.71
pakai baju bodoh,neutral,0.32
kemarin follow akun pakai satu direct message tidak balas setan sedih,sad,0.64
revisi proposal revisi perintah jelas variabel hasil teliti variabel hilang hari tuduh tipu cust suka kasih bonus page kurang harga,sad,0.79
bukan karena agama komunikasi jelek materi cenderung meng aduk satu satu umat sama tenggang umat toleransi saudara umat bukan saja umat islam non islam mawas bermuhasabahlan,neutral,0.38
lucu change be februari kau kau suami kena marah birthday isteri ayah kahwin rumah tiada birthday esok birthday my indak sis,neutral,0.34
titip tau suka lupa titip titip balas titip nyenyenye marah kasih tau biar titip kayak anjing,angry,0.89
ya tidak rasa lelah lari lot banget emosi,angry,0.86
lawan bocah cilik takut lawan restu orang tua,anxious,0.73
ganti bukan arti orang gagal hidup tidak ada bukti nyata gagal pria bicara wakil pria jangan ambil hati orang bodoh,neutral,0.22
pencen senang loan kot huhu,happy,0.07
hati takut badut,anxious,0.76
benci sabtu,angry,0.91
pagi jangan bikin emosi,angry,0.92
woohh caakk labu siam ukur normal lalap,neutral,0.33
tidak nder kayak gara quarantine maju santai banget tidak grogi tidak tremor bagus maju enjoy bicara buyar tremor siap hilang sedih,sad,0.56
rau konflik dayak bugis khawatir ayah handphonenya tidak aktif tlf ayah,anxious,0.86
benci ppkn,angry,0.94
pakai baju merah muda celana hitam takut ejek blackpink,anxious,0.82
singkat cerita sampai jalan grabag jalan alih mukim warga situ tidak pikir aneh aneh mukim warga ramai rumah rumah,neutral,0.24
ut ut kuliah sabtu minggu ya ut yoyakarta pilih layan ttm wajib matkul mundur ya daftar semester registrasi bayar khawatir tabrak jadwal kerja cont,neutral,0.21
manja mata biar puas,happy,0.05
pakai akal sehat surah tidak peelu rujuk dalil agama tidak tiap orang laku,neutral,0.21
kasih sayang buat bahagia sepenuh diri tidak pernah,sad,0.62
enggatau takut,anxious,0.78
sepi,neutral,0.35
keren ya pondok pintar ajar fokus terang semangat anak papua,happy,0.07
kha bego banget tolol brengski beloon gblok aak ksel banget kesell,angry,0.91
namnjim lag like like takut banget anak buah imam jumbo,anxious,0.71
bikin au taeyong ya seru semangat nob,happy,0.11
orang bodoh mati cinta tahan hidup cinta ryo saeba,neutral,0.24
ateis benci kira umat agama beda,angry,0.94
gusti allah marah,sad,0.52
cuddle,neutral,0.34
sepi rep tidak kayak pas jilat,sad,0.62
lihat kabar denise astaga andwee,neutral,0.26
bahagia banget,happy,0.03
ayo new acc sepi,sad,0.63
takut limitt,anxious,0.74
moodswing banget tidak sayang suka galau suruh pilih tidak cepat banget ubah pikir tidak pacar pusing suruh pilih barang,neutral,0.37
sahabat sedih mata dunia percaya senyum wajah,neutral,0.22
ya menang gue takut banget sepi banget kayak ya harap,sad,0.59
vitamin susu makan enak,neutral,0.33
pagi cesi kabar,neutral,0.22
oh iya anak ambisius anak tidak kaku galak orang ramai suka spam sticker tuyul tiktok jelek manusia tidak sempurna ketidaksempurnaan humor minus banget,happy,0.09
alhamdulillah tidak malu tum,happy,0.2
tegak biceps kiri tampak bekas bcg ranah vaccine cacat kena chicken pox,neutral,0.2
tegang banget kak santuy santuy,anxious,0.89
sunda jukut rumput kalimantan timur jukut ikan sunda suami kalitim abang makan suami makan jukut kaget suami makan pakai rumput kayak kambing tertawa lucu gue,happy,0.17
benci kesal agama agama entu bisa bikin susah orang tidak ada guna,angry,0.94
bohong marah pokok,angry,0.96
suka banget diam rumah adem ajak cerita erti ada tidak ada sedih banget tidak ada teman cerita,sad,0.8
lucu ralat huruf hapus bothnewyear like reply tidak enak biar ya,neutral,0.29
keluar bilang palsu fake buat agens ajar fan perlakuin idol layak manusia salah marah umpat by the way bilang gede habis dengar lagu mark child day zombie day stop bicara,neutral,0.23
terima kasih juang tahan kuat kuat jangan pernah keluh juang semangat jangan sedih tuhan tani for me,happy,0.07
rayyan positif guys tante lemah banget dengar berita keponakan sakit hem sedih banget bantu tani anak bangun kasih tau kakak gatega,sad,0.68
open santai ya,neutral,0.39
that takut ngebungkus though,anxious,0.78
kemarin kepala pusing badan greges tidur pilih makan,neutral,0.26
jangan rasa sepi benah situ koreksi sapa hidup,neutral,0.38
kakak umur panggil umur anjrit bukan adik oh anak tunggal anak perempuan ayah tolol ih,angry,0.93
kucing putih paw merah muda impi rumah tidak papa bahagia milky tidak naik kasur injak sajadah,happy,0.1
sedih dikabarin ayangk,sad,0.53
kokk enak tau kiko,happy,0.18
nonton sis on pergi emosi mulu ya nntonnya ikut,angry,0.96
springhill tier breakfast enak sosis,neutral,0.25
tidak dapat gembira bapa jangan jadi hati sedih ranah sikap selamat pagi,neutral,0.26
keluh bukan arti serah semangat,happy,0.16
setdah salut banget sender sanggup jawab ikan menang malam pusing tugas prak lucu semangat nder,happy,0.03
semangat kak tidak dengar orang susah banget doa moga kakak support syatem semangat ya kak moga lekas sembuh gbu,happy,0.05
lucu pagi pagi sarap jangan marah marah lekas tua,angry,0.96
ingett lucu iya dog tiga dina mabuk kepayang legollas pinjam celana rental astaga remaja bahagia ya ity,happy,0.07
kayak enak empuk banget,happy,0.05
infp relate tidak organisir panik pikir tidak tenang,anxious,0.82
ah sedih dengar,sad,0.69
contact dinamain takut,anxious,0.86
nak makan suami orang suruh beli bodoh,angry,0.86
dana receh orang gaiss doa bigwin siang makasii,neutral,0.34
ayo semangat,happy,0.0
kasih bonus alpha gara ngehold,neutral,0.2
yuk kak tamatin semangat,happy,0.0
wa sepi lucu lucu lucu lucu lucu ngkak,happy,0.16
tidak biasa tidur miring kiri kemeng lucu gue tertawa,happy,0.17
sedih tangan sayang buntung,sad,0.59
alhamdulillah semangat,happy,0.19
papa pikir tidak orgasme capai lupa kali nabi adam pisah bini tahan sombong,neutral,0.37
pusing banget suka sedih ya tidak sampai,sad,0.59
iya makan enak,happy,0.18
ziung mania mantap selamat ulang ya ngab pesona gue twibbon gue bahagia tambah usia cepat banding gue moga unforgettable senang habis bahagia,happy,0.16
semangat cari duit,happy,0.06
nad barusan takut makruh marah marah bicara kasar,anxious,0.77
suka wanita misterius oh my god lucu banget sapa teman get deja vuu,neutral,0.33
jadi diri alas orang senyum bahagia,neutral,0.38
bingung kaget wakil benar kampanye mimpi calon presiden,neutral,0.37
kaget anjir mini,anxious,0.72
asli orang mukul pikir pikir anak orang takut salah,neutral,0.29
antigen stasiun was wos menit sepi,neutral,0.25
bukan siapa tidak bohong khawatir hubung takut bikin risih,anxious,0.82
oyi sek isuk udan enak lapo,neutral,0.26
semangat kak jangan banyak pikir ya kak biar imun kak minum vitamin kak tunggu kabar kak,happy,0.12
lelah pikir jangan paksa diri keras,neutral,0.24
sadar bentar ramadan grafik korban agen agen konspirasi global dunia kuwalik,neutral,0.25
scorpio asmara kasih setia asa cinta jangan suka main api,neutral,0.3
ya pesan mama hari nikah jangan pernah mukul istri anak,neutral,0.29
sedih,sad,0.73
koyok dendam kocheng gara gara subuh kancing lawang,anxious,0.74
bego pelihara pelihara kudu tuyul ya mbak,angry,0.88
ovomaltine enak aduh sesal banget,sad,0.53
anjir anjir anjir sumpah hamba takut banget suruh tunggu adik takut bangun cekek hamba,anxious,0.83
lihat panas tidak apa semangat emosi,angry,0.97
instagram teman cerita nyh denise sedih putus dukung secret number denise lockey,sad,0.68
sedih banget support sistem nicholas sedih sakit menang raung raung panggil nichol tidak mungkin jepang gara gara ditenangin nichol,sad,0.67
suka doang tidak saya pungkiri sayang cinta tidak ada bwankk lucu gue,sad,0.62
tidak tiap gue lelah banget mimpi nannyain kabar lucu terima kasih kakak wooya mampir mimpi curhat lucu,happy,0.07
halo haloo jih kasih reminder ya jangan lupa syukur nikmat pagi jangan lupa sarap minum jangan sampai jatuh sakit ya mandi pagi biar segar jangan menang menang ya moga bahagia re magical love,happy,0.18
sabar ya tidak marah marah maki jangan ngelunjak,angry,0.93
selamat pagi kara ya aura cantik anggun amazed serius jarang obrol ya kara ayo obrol seem like fun person talk,neutral,0.26
dengar lagu suka cepat banget bosan hshss,angry,0.87
pekan ruined haiz penat bodoh supporter mu,angry,0.96
wanita madu sang pria racun,neutral,0.32
tidak sih orang banget banget asing kadang diam diam suka lari ketemu orang tidak sengaja ketemu canggung banget sapa,sad,0.62
aneh tidak sih dua diam diam tidak ajak tidak ada marah krnapa gilir tolong tani beli dia marah anjim aowkaowkaow skor pikir pikir,angry,0.98
tidak mesti malu dijudge hidup milik bukan milik omong orang salshaabilaa,neutral,0.36
sedih banget kayak huhu kisah mulus relate banget lirik samping,sad,0.72
child enak banget pas suara mark lee,happy,0.02
suka baca wattpad tidak aku wattpad prem sharing bulan gakepake sayang banget beli tanggal februari rep ya direct message maaf pinjam hati,neutral,0.31
anjir gede gampang lepas takut cecer,anxious,0.9
lemah kadang suka tidak puas capai coba analisis tidak serah point plus mampu,neutral,0.25
suka rebah cuan tambah banget bro yuk gabung sobat indihome dapat uang ratus ribu rupiah modal smartphone mana,neutral,0.35
motivasi ajar pintar orang orang tua mereka senang pondok pintar papua inu ucap terima kasih orang tua satu tugas yonif,neutral,0.21
sedih kawkwakwak ngakak,happy,0.17
orang hati kotor tingkah jahat peristiwa tidak bisa lupa peristiwa sedih alhamdulillah om ku sembuh pulih keluarga tidak saling sopport nyawa om ku hilang,happy,0.02
marah,angry,0.85
semangat nyatetnya plz plz pilih lomba,happy,0.02
manusia suka banget angka salah tidak turut,neutral,0.3
jalan operasi senin januari terima awat rawat inap tes pacar negatif rumah sakit jimin tidak tunjuk gejala rumah sakit derita sakit tenggorok ringan masuk rumah sakit,neutral,0.21
kayak banget tidak marah marah habis baca fan fiction,angry,0.98
beli beli buku aksks ingin wishlist coret suka banget baca buku kayak novel genre bebas kecuali komik pusing baca,happy,0.18
sedih,sad,0.79
bukan cakap feminim kayak cewek seems like she pakai rules of her life ya orang kali ya smth different she looks like an independent fierce woman tidak bikin takut friendly jijik sok tau banget,neutral,0.38
bego ya begi diba astaga,angry,0.88
oh iya baca spoiler iya sedih banget benar peduli ruby,sad,0.67
fun fact garuk gatal tidak bikin gatal hilang kulit iritasi kayak patah hati pilih galau dengar lagu sedih kita suka sakit ya kayak,sad,0.67
iya jemur rumah tidak mama marah,anxious,0.86
duh takut si,anxious,0.88
tidak mau seleksi alam bicara anggap teman anggap lawan be wise,neutral,0.24
ya allah kabar euphoria season,neutral,0.31
suka gimik suka canda serius ya tolong ikut serius kaya tolong baca situasi suka canda suka hidung suka ujung rambut ujung kaki suka malu kali ku sedih,sad,0.72
yatuhann sedih banget dritadi baca review orang jelek banget habis minum langsing sakit parah takut,sad,0.74
jangan sudah lucu minimal suasana hati normal aka stabil mental guncang,neutral,0.27
pas tidak pernah bawa uang saku sekolah banget rumah jalan kadang malas banget kerkom banget pulang suka malam bayar ojek online mahal mending kerjain bikin sakit hati,angry,0.86
hshshhs haru kakak terima kasih kakak cinn sayang banget kakak cinta pokok sure tata tidak akan berubahh be happy kakak cinn ku tersayangg jaga sehat ya jangan terlalu sedih get well soon ya kakak cinta sakit tenggorok,happy,0.04
baring bawa lelah kerja bawannya semangat salut,happy,0.09
makan nasduk makan bubur,neutral,0.27
pepatah orang bodoh bahaya sakit tular,neutral,0.38
kumpul keluarga relative gede banget hobi mak gue oh suka banget baca relative iya kah kacamata tebal gue lucu iya tante also gue baca manga fanfiction smut tertawa habis,happy,0.09
iya adeknya anjir maksud anjir pagi ya jangan buat emosi bangsat,angry,0.97
mending mama rumah undang biaa alas tidak enak tinggal mertua rumah mamamya sayang banget aman tidak kayak mertua suka recokin menantu,neutral,0.25
ya allah bawa mimpi cerita gedor salah host salah balas direct message eh tidak jadi menang sedih sedih bangun langsung sesal mimpi,sad,0.51
bawa tolol,angry,0.93
syukur sedih kurang keluh tambah susah,neutral,0.27
diam bitcoin ngko ujug ujug sono kabar,neutral,0.29
jangan larut sedih tuhan kirim sedih bahagia paket,neutral,0.37
kemarin sedih sedih hariini bahagia ya,happy,0.04
bismillah semangat optimis bentar bigwin,happy,0.04
ya allah berkat bahagia himpun mahasiswa islam,happy,0.07
kecewa,sad,0.57
ship both though gatekeeping tolol,angry,0.86
heran banget orang orang suka nunda kerja alas,angry,0.87
diri cinta takut temu diri bukan orang cinta,neutral,0.38
semangat jangan lupa sarap,happy,0.16
malas banget nge chat gue nirun huh sekolah lagak kayak orang pintar suka nirun,angry,0.91
bangun puji tuhan kabar jimin,happy,0.16
tidur malam pulang malam jam pagi alhamdulillah tidur situasi kayak takut manusia hantu amit situ manusia intip tidak bisa tidur seram banget,anxious,0.74
rumah pinggir jalan pria tua bawa piring makan tidak perhati isi letak gang sempit samping rumah hampir ekor aduh tidak pakai jaket,neutral,0.33
bahas ngeri jalinsum jalan ato tol jahat tidak ada beda tugas nyali banding jahat,neutral,0.26
sir kena panggung mimpi ngeri kuang kuang kuang,anxious,0.86
duga tumben banget cube marah banget promosi coba helicopter kemarin cube anak awas ya marah benar marah banget,angry,0.9
lagunyaa monyet sedih banget,sad,0.56
kasih berkas talak suka heran pisah muda anak mental istri suami ya tau baik,sad,0.63
marah banget anjing kemarin keluar kecoa susah banget kabur mulu,angry,0.94
denise suara muu hcuwbxja oh my god sedih sc tidak apa ayokk up video yt and debut lucu,sad,0.62
rusia,neutral,0.37
merah muda ungu tidak suka wangi tolong kayak bau orang tidak suka banget sial pakai,angry,0.85
halo halo kenal yuk darion main fc jungkook erti paham banget sikap jungkook jungkook versi baby versi talented banget orang talktive bubbly chat flirty manja suka pampering partner,neutral,0.37
moga derita sakit kanker angkat sakit semangat,happy,0.17
dukacita kak semangat hug for,happy,0.19
iya tidak apa santai,neutral,0.37
pindah dokter cowok usia dokter ya tidak ada judge support habis habis apa putus ibu kembang solutif makan solutifnya emaknya ruang dokter muka happy solusi,neutral,0.32
hi kak mohon maaf kait kendala terima kasih layan anteraja ya kak kendala jangan ragu hubung ya kak terima kasih wh,neutral,0.39
terima menteri badan usaha milik negara menteri badan usaha milik negara erick thohir iya dukung gera energi tani et produk tani mandiri semangat,neutral,0.31
kusut je pagi pagi gelak tidak ada esok,sad,0.65
kakak ica kabar,neutral,0.29
gue tidak berani tonton bioskop ya,anxious,0.8
usaha keras usaha sayang benci kata orang,sad,0.75
fokus bidang mahir bawa sukses informasi konsultasi latih hubung permatagroups partner your business tel wa,neutral,0.29
alias lelah banget kelas kelas unik ya lucu beda rasa banget pas kelas ilmu tahu alam kelas pandemi ilmu tahu alam sepi banget anjir walkelnya killer ribet ilmu tahu alam angkat walkel asyik santai,neutral,0.31
fakta ikut kaji tidak boleh minum air kelapa takut santan perut,neutral,0.3
klik pesan ayam bakar,neutral,0.29
kadang mode reader suka direct message authornya alur bagus sayang puebinya acak an tidak sih krisan marah wp gara readernya ngoreksi tulis bahasa sopan,neutral,0.26
hem jawab bukan versi detika tarik baca,neutral,0.31
sedih aingg,sad,0.6
semangat,neutral,0.28
bogor sepi ya bang,neutral,0.26
draken senyum lembut elus ujung bibir ranum milik takemichi lembut tatap draken marah emma mati tahan hidup alas mata temu mata takemichi tatap penuh tanda,neutral,0.38
luffy bodoh kecut tidak suka,angry,0.87
mam coklat tidak takut gigi,neutral,0.24
enak ya,neutral,0.23
banget lucu tidur kaget kayak marah marah,angry,0.96
gue suka honeystar banget tidak makan cereal,neutral,0.24
inti twit tangkap indikasi covid tidak usah tes bal ignore tes positif jangan koar orang tau covid bal wisata tutup cepu orang jakarta tulis tidak suka biasa cepu orang jakarta,neutral,0.39
semangat ceriaa pas berangkat kerja,sad,0.73
pagi tempel suara denise cover day kepala kagum sedih salah orang bikin ku tarik korea pop headvoice range vokal bagus banget,sad,0.7
diselingkuhin pacar main diam diam tidak mulus bego banget pdktnya tau cepat,angry,0.98
iya swndirian banget anak positif kopit jumat kemarin asli panik takut,anxious,0.88
terkadang tidak peduli orang sekitar sepi harap cinta sisi sangat sayang,sad,0.56
terima kasih terima kasih banget kasih support peduli banget sehat bahagia,happy,0.13
ale tidak awkward putus doang awkwardnya ya biasa kayak,neutral,0.2
alhamdulillah jimin sembuh pulih kabar indah,neutral,0.31
lucu gue sedih banget,sad,0.75
panas kali deg an banget bun takut step,anxious,0.83
tidak takut tidak pernah,neutral,0.21
semangat ber kerja,happy,0.1
done wish me luck suka banget momen skz lucu tertawa tysm,happy,0.05
takut tidak bisa beli,anxious,0.71
takut,anxious,0.83
sedih lucu sedih,sad,0.64
pagi kena spam aot demon slayer tiktok murung weh sabtu,sad,0.68
enak selimut pakai guling,happy,0.08
mana aman perempuan takut korban keras perempuan orang tolol biadab banget owasu,anxious,0.89
dewasa kecewa,sad,0.64
sedih banget sedib,sad,0.75
kakak sedih,sad,0.69
pagi air mata alir sedih,sad,0.61
salah nder bomat who cares biar hebat berani guru tidak usah malu ya nder,neutral,0.23
hotel ring malioboro teriak tonton,neutral,0.26
iya ih sedih banget cek tidak bisa,sad,0.55
bodoh pendek tidak pintar tidak bisa beban doang hidup lucu hidup zat,angry,0.94
sekian detik suka feel sok amazed banget jungwon keren banget pokok anak jabarin manuskrip harga rebut dunia,happy,0.01
jangan khawatir gavi araujo khawatir pindah tawar chelsea gaji gede,neutral,0.32
jangan lah marah lesen,angry,0.9
ya kecewa out bareng cristiano ronaldo kemarin aduh,sad,0.7
terima kasih masuk malu senang campur aduk,happy,0.15
cuti habis back normal,neutral,0.36
om gal sedih,sad,0.58
senang selamat ulang sender pakai twibbonnya,happy,0.12
laki parasit doang tidak kerja tambah beban tumpang hidup doang tolol,angry,0.98
winwin wayv konten berbaayar kaget anjir masuk,anxious,0.83
bagus menampol sisi patriaki warga sokor sangat super duper kuat suka adegan makan malam bareng kantor ketua cowok enak jidat makan meja karyawan cewek jiwoo beranta banget makan sumpah adegan,angry,0.89
sepi dagang by the way lucu imlek ya lucu gue,happy,0.13
kadang kadang lelah kecewa harga bayar beli bahagia,neutral,0.36
semangat ya deserve be happy anw jangan lupa sarap,happy,0.2
processed food murah senang fast food restaurant sepah murah,neutral,0.37
tidak enak patrick tidak bisa cium bau lucu ngakak,happy,0.05
marah banget baca ya allah pagi emosi uji mulu asa,angry,0.87
jalan hidup perkara lalu kenang cipta harap hidup bahagia,happy,0.09
lucu wilayah presiden dewan wakil rakyat majelis musyawarat rakyat bukan gubernur gubernur milik wewenang merdeka kasih bodoh pindah kota tidak pernah pikir nasib jakarta jadi,angry,0.96
bangsat kayak orang gila ngegalauin cowok orang,angry,0.99
the only thing like about this pro is charge cepat less tahan minutes full kadang overcharge tinggal je time charge lupa charge phone panas gila taktau benda suka iya time normal use oke,neutral,0.21
my senang banget huhu kabar jimin sayang alhamdulillah muslim armys stay alive rilis jangan lupa goals ya semangat pokonyaa,happy,0.16
pekan tim arema fc temu tim kota persija jakarta duel seru kali tidak mudah tim arema fc lawan persija bawa misi balas dendam kalah putar,neutral,0.32
tertawa bahagia sedih apa,neutral,0.35
moga kenal sedih ku moga kenal ku ku buruk ku,sad,0.78
lelah ih marah bingung,sad,0.51
dangdut enak,happy,0.11
lucu gue infp banget gelisah gelisah panik kayak aduh sebentar main farmville aduh antuk ya tidur,anxious,0.89
tidak lagi jilat manusia bego indonesia ruhut,angry,1.0
pilih cinta bahagia kecewa ingat main cinta rasa,neutral,0.26
pagi mbak cantik cerah surya matahari pagi,happy,0.16
tidak jadi lembut emosi,angry,0.98
suka paksa sales asuransi omong cepat banget tidak bisa potong,sad,0.7
ya ampun ikut sedih,sad,0.76
terima kasih dyppo nuna iya lucu tidak bilang lucu marah nuna lucu ayo party nuna diam duduk manis,happy,0.14
lucu distract ya ayo kerjain semangat,happy,0.08
tag doi biar tidak sepi libur,neutral,0.31
jitu lepas tanggung kaget,neutral,0.24
kabar atashi,happy,0.16
halo sayang kakak kak vin hadir cerita kakak kakak rasa dicurhatin pergamonan kasih wake up call biar tentu langkah jangan takut kak vin tidak akan paksa pakai seram,neutral,0.27
semangat abang,happy,0.17
puji blues birama tiga contra bass petik kunci kres dendam sadis sibak lepas,happy,0.11
biyen senang olahraga dadi tidak khawatir nek kokon gulung,anxious,0.76
pekan kayak tugas,neutral,0.32
tidur takut bablas,anxious,0.74
manusia manis manusia manusia cantik jimin negatif covid rumah sakit gambar bahagia ku jimin finally sayangg tinggal pulih pasca operasi ya sayang ku jimiinn,happy,0.11
adik gue ldks kukuh organisasi siswa intrasekolah online tidak enak banget,happy,0.17
kak sender kadang pikir ya tidak kayak teman ku suka kepala didekatin lucu tidak apa jomlo ayo semangat jomlo ketemu jodoh,happy,0.01
orang suka titip tau kayak hai kak pagi kak titip menpes tidak begitu jangan lupa bilang terima kasih tata krama ajar kecill bikin jengkel pagi pagi,angry,0.89
pagi ngenalin anak pribadi suka banget backstorynya kayak fabel xixi malam senja dulunya hewan asli lo dewi matahari ngerestuin manusia,happy,0.02
anjing anjing kesal kecewa banget heeuh,angry,0.93
tidak soal semangat event,happy,0.0
lucu fix enak banget,happy,0.04
idih mau enak bodoh,angry,0.95
anjing pakai puasa gelar bilang semangat puasa bikin sakit hati,angry,0.92
takut awkard,anxious,0.81
ngentot tidak jelas gede tua orang adik tolol,angry,0.87
nhapa sepi keri,anxious,0.7
mbak auto malu pakai maaf warganet indonesia tertawa doang mbak lucu kutip estetik,anxious,0.85
lawan pikir cemas senang lintas pikir tentang pantas pergi asa hilang,happy,0.17
dukung kecewa fan mu,neutral,0.32
gataunyaa suka rasi suka lebam anw akting keren banget tidak bohong kayak bawa rasa dom sub penasaran plus takut geli,anxious,0.77
gojek ramai banget grab sepi saham uber beli grab kerja lucu gue suka uber weh tidak mau ya,happy,0.03
sedih,sad,0.79
mana hati senang,happy,0.06
jangan begitu tambah sedih,sad,0.5
tatap muka eh kabar kasus,neutral,0.39
mu singkir fa cup jangan canda kabar ah,anxious,0.87
fix kakak sedih,sad,0.75
orang bahagia setan asa tekan sedih nice quotes bu guru mama mih trsenyum mskpn anggap gemblung senyum sbgian ibadah benci orang tidak suka mu,neutral,0.29
haai sender selamat pagi kenal anak nama kaitlyn banget ajak food date mcflurry varian mcflurrynya kaitlyn suka obrol kath ya sender,happy,0.04
takut pacar,anxious,0.75
bismillah semangat moga request direct message amin,happy,0.12
sarap biar semangat,happy,0.08
aduh kadang bingung banget ya cewek suka baru selingkuh cerita cantik banget jahat tau jahat umbar jahat cewek ilfeel lihat huftt,angry,0.99
gm ayu kobar semangat,happy,0.16
vaksin,neutral,0.38
percaya tidak ada wanita pasang komunikasi mantan,neutral,0.32
sahabat sepi sunyi akrab,sad,0.74
ya sedih makan hari orang nag,sad,0.63
fantasi campur telur pakai putih telur,neutral,0.22
sumpah ya takut papas ayam ngelambat minggir nyebrang,anxious,0.88
iya sis takut gosong tidak balik,anxious,0.75
keren semangat,happy,0.13
semangat ya deserve be happy anw jangan lupa sarap ola,happy,0.01
infoin enak banget,happy,0.05
sangat sangat kesal tidak enak kenal suasana album highlight clip album tuju maksimal tingkat karakteristik musik visual video kualitas baik,angry,0.96
sedih hati,neutral,0.24
jujur suka heran gilir jarang banget leluasa cerita orang dengar curhatan orang kali,sad,0.7
ajak tiga jalan jalan santai petang lcct nak tengok kapal terbang landing hakak suruh ambil gambar habang keluar skill smartphone cokia made cina jer alhamdulillah hakak puas hati air tangan habang,happy,0.07
haah ajar chargeman kerja amik former kat kilang worker orang kejap ok kejap ok nak cakap kerja kimak kerja bodoh nak pekak baruah,angry,0.9
asa bego tinggal tidak bisa kita lucu,happy,0.11
madzhab syafii hati hati sentuh anjing basuh kali salasatunya debu alas anjing menjilata tubuh khawatir kena liur babi tidak ada ayat hadis,neutral,0.32
malu,anxious,0.84
ya smsm ayo ya takut,neutral,0.36
lu bikin gera cuci tangan ajar dokter odgj tidak tau malu bangsa,angry,0.99
versi selesai anjir sedih banget,sad,0.51
jangan pernah sedih kala coba lihat langit matahari cahaya sin,neutral,0.33
but today presentasi geo malu banget legaa lucu,happy,0.15
barca negosiasi barang araujo jangan sampai blunder bikin araujo kecewa,sad,0.57
apa enak banget fess,happy,0.07
