text,emotion_label,stress_label
rasanya pengen marah terus jujur aja,angry,0.7
besok ada jadwal meeting rutin dari tadi kepikiran di rumah sama keluarga,neutral,0.4
hari ini berat banget dijalanin serius bareng temen sama dia,sad,0.72
takut kalau hasilnya jelek banget tadi pagi sama dia,anxious,0.77
dapat kabar baik dari keluarga tadi pagi sih,happy,0.2
dapat kabar baik dari keluarga tadi pagi tapi yaudahlah di kampus sama dia,happy,0.06
anxious banget sebelum meeting tadi serius pas perjalanan sama dia,anxious,0.75
orang itu bikin emosi banget padahal udah coba santai di rumah sama dia,angry,0.79
emosi lihat komentar orang tadi padahal udah coba santai di kantor sama temen kantor,angry,0.77
malam ini kepikiran terus jadi sedih padahal udah coba santai bareng temen,sad,0.81
geram banget sama pelayanan tadi padahal udah coba santai di kampus sama dia,angry,0.9
geram banget sama pelayanan tadi serius di rumah,angry,0.79
kehilangan semangat buat ngapa ngapain jujur aja di kantor sama temen kantor,sad,0.64
hari ini ga ada hal spesial pas perjalanan sendiri,neutral,0.25
aku cuma pengen istirahat sebentar sih tadi pagi,sad,0.65
akhir minggu ini seru banget dan kepikiran terus di kantor sama dia,happy,0.23
akhir akhir ini overthinking terus agak random sih pas perjalanan,anxious,0.81
kesal banget hari ini sama keluarga,angry,0.9
rasanya pengen marah terus agak random sih pas perjalanan,angry,0.69
masih susah move on dari kejadian itu sih sama temen kantor,sad,0.57
besok ada jadwal meeting rutin sih waktu malam sendiri,neutral,0.37
cemas mikirin masa depan padahal udah coba santai waktu malam sama dia,anxious,0.76
seneng banget hari ini ketemu temen lama di kantor sama keluarga,happy,0.07
lagi baca berita sambil santai padahal udah coba santai di rumah sama dia,neutral,0.38
takut gagal di presentasi besok padahal udah coba santai pas perjalanan,anxious,0.89
akhirnya tugas selesai juga lega banget banget asli di kampus sendiri,happy,0.08
makan favorit hari ini bikin bahagia dan kepikiran terus sama keluarga,happy,0.3
kecewa banget sama hasilnya banget tadi pagi sama temen kantor,sad,0.61
masih susah move on dari kejadian itu padahal udah coba santai di kantor sama dia,sad,0.61
rasanya gugup terus hari ini banget asli di kampus sama dia,anxious,0.75
hari ini berat banget dijalanin wkwk di rumah sama dia,sad,0.61
cemas mikirin masa depan serius waktu malam sama dia,anxious,0.87
kecewa banget sama hasilnya pas perjalanan sendiri,sad,0.78
takut gagal di presentasi besok banget di kantor sama dia,anxious,0.81
kepikiran banyak hal sampai susah tidur padahal udah coba santai di kampus sama keluarga,anxious,0.92
besok ada jadwal meeting rutin agak random sih pas perjalanan sama dia,neutral,0.39
deg degan nunggu hasil pengumuman banget asli pas perjalanan sendiri,anxious,0.78
seneng banget hari ini ketemu temen lama hari ini waktu malam sendiri,happy,0.21
rasanya kosong aja hari ini sih di kantor sama temen kantor,sad,0.6
takut gagal di presentasi besok dari tadi kepikiran pas perjalanan sama dia,anxious,0.75
kesel banget sama orang yang ga tepat waktu dan kepikiran terus waktu malam sama temen kantor,angry,0.8
akhirnya lolos interview kerja hari ini waktu malam sendiri,happy,0.07
capek sama keadaan sekarang banget di kantor sama temen kantor,sad,0.63
kehilangan semangat buat ngapa ngapain jujur aja tadi pagi sama keluarga,sad,0.67
aku cuma pengen istirahat sebentar dan kepikiran terus di rumah,sad,0.75
deg degan nunggu hasil pengumuman wkwk di kampus sama keluarga,anxious,0.93
akhir minggu ini seru banget sih bareng temen sama keluarga,happy,0.24
bingung dan takut ambil keputusan agak random sih di kantor sama keluarga,anxious,0.89
takut gagal di presentasi besok banget asli bareng temen sendiri,anxious,0.8
makan favorit hari ini bikin bahagia tapi yaudahlah di rumah sama keluarga,happy,0.24
kepikiran banyak hal sampai susah tidur hari ini di rumah sama temen kantor,anxious,0.85
capek ngadepin orang yang egois wkwk sendiri,angry,0.81
seneng banget hari ini ketemu temen lama dari tadi kepikiran waktu malam sendiri,happy,0.19
sekarang lagi nonton youtube tapi yaudahlah di kantor sama dia,neutral,0.44
hari ini biasa aja seperti biasanya sumpah tadi pagi,neutral,0.38
makan favorit hari ini bikin bahagia dan kepikiran terus di kampus sendiri,happy,0.11
marah banget karena kerjaan berantakan tapi yaudahlah di kampus sama dia,angry,0.75
masih susah move on dari kejadian itu agak random sih waktu malam,sad,0.67
takut kalau hasilnya jelek agak random sih waktu malam sama temen kantor,anxious,0.74
takut kalau hasilnya jelek serius di kantor sama temen kantor,anxious,0.87
hari ini ga ada hal spesial banget bareng temen sama temen kantor,neutral,0.34
cemas mikirin masa depan wkwk pas perjalanan sama keluarga,anxious,0.72
hari ini ga ada hal spesial sih bareng temen sama dia,neutral,0.4
akhirnya tugas selesai juga lega banget waktu malam sama temen kantor,happy,0.17
hari ini produktif dan mood bagus sih tadi pagi sama keluarga,happy,0.12
kecewa banget sama hasilnya banget asli di rumah,sad,0.71
baru selesai makan siang tadi serius di kantor sendiri,neutral,0.33
malam ini kepikiran terus jadi sedih padahal udah coba santai bareng temen sendiri,sad,0.63
aku cuma pengen istirahat sebentar hari ini pas perjalanan,sad,0.61
orang itu bikin emosi banget tadi pagi sendiri,angry,0.68
kecewa banget sama hasilnya serius di kampus,sad,0.81
akhirnya tugas selesai juga lega banget dari tadi kepikiran sama temen kantor,happy,0.24
akhir minggu ini seru banget agak random sih,happy,0.08
habis beresin kamar dan lanjut kerja dari tadi kepikiran pas perjalanan sama temen kantor,neutral,0.32
bingung dan takut ambil keputusan di kampus sama dia,anxious,0.77
cuaca hari ini lumayan panas agak random sih pas perjalanan sama dia,neutral,0.3
senyum sendiri pas inget kejadian tadi banget sama dia,happy,0.17
tadi pagi pergi sebentar ke minimarket padahal udah coba santai di kantor sama dia,neutral,0.29
makasih ya udah bikin hariku lebih baik sih bareng temen,happy,0.11
lagi baca berita sambil santai hari ini di rumah,neutral,0.31
hari ini biasa aja seperti biasanya banget di kantor sama dia,neutral,0.3
besok ada jadwal meeting rutin sumpah tadi pagi,neutral,0.38
tadi pagi pergi sebentar ke minimarket banget di kantor,neutral,0.24
akhir akhir ini overthinking terus banget asli di kampus sama temen kantor,anxious,0.71
emosi lihat komentar orang tadi hari ini bareng temen,angry,0.67
lagi duduk sambil denger musik dari tadi kepikiran sama temen kantor,neutral,0.32
rasanya gugup terus hari ini dari tadi kepikiran di kantor,anxious,0.83
senyum sendiri pas inget kejadian tadi agak random sih di kantor sendiri,happy,0.28
orang itu bikin emosi banget sih sendiri,angry,0.68
anxious banget sebelum meeting tadi banget waktu malam sama dia,anxious,0.96
masih susah move on dari kejadian itu banget sendiri,sad,0.62
masih susah move on dari kejadian itu dari tadi kepikiran tadi pagi,sad,0.74
marah banget karena kerjaan berantakan jujur aja di kantor sendiri,angry,0.73
aku cuma pengen istirahat sebentar padahal udah coba santai di rumah sama temen kantor,sad,0.77
orang itu bikin emosi banget wkwk di kampus sendiri,angry,0.92
hari ini ga ada hal spesial banget asli di kantor sama temen kantor,neutral,0.44
sekarang lagi nonton youtube dari tadi kepikiran di kantor,neutral,0.42
hari ini produktif dan mood bagus sih di kantor sama keluarga,happy,0.27
ngerasa sendirian akhir akhir ini banget di kantor,sad,0.81
lagi duduk sambil denger musik serius di kantor sama keluarga,neutral,0.27
tadi pagi pergi sebentar ke minimarket tapi yaudahlah pas perjalanan,neutral,0.24
sekarang lagi nonton youtube tapi yaudahlah di kampus sama dia,neutral,0.37
geram banget sama pelayanan tadi serius pas perjalanan sama keluarga,angry,0.9
habis beresin kamar dan lanjut kerja banget bareng temen sama temen kantor,neutral,0.45
lagi baca berita sambil santai di kantor,neutral,0.44
takut gagal di presentasi besok padahal udah coba santai sama dia,anxious,0.73
anxious banget sebelum meeting tadi dari tadi kepikiran di kampus sendiri,anxious,0.82
akhir akhir ini overthinking terus padahal udah coba santai di kampus sendiri,anxious,0.78
akhir minggu ini seru banget sumpah bareng temen sendiri,happy,0.13
takut kalau hasilnya jelek di rumah,anxious,0.72
kehilangan semangat buat ngapa ngapain sumpah bareng temen sama temen kantor,sad,0.83
deg degan nunggu hasil pengumuman dan kepikiran terus pas perjalanan sendiri,anxious,0.93
capek sih tapi puas hasilnya bagus serius bareng temen sendiri,happy,0.24
besok ada jadwal meeting rutin dari tadi kepikiran sama dia,neutral,0.42
kesal banget hari ini hari ini waktu malam sama dia,angry,0.77
geram banget sama pelayanan tadi banget di kampus sama keluarga,angry,0.78
takut kalau hasilnya jelek agak random sih waktu malam sendiri,anxious,0.73
hari ini ga ada hal spesial dan kepikiran terus di kampus,neutral,0.39
seneng banget hari ini ketemu temen lama jujur aja di kantor sendiri,happy,0.06
capek ngadepin orang yang egois dari tadi kepikiran bareng temen,angry,0.67
senyum sendiri pas inget kejadian tadi banget tadi pagi sama temen kantor,happy,0.26
makasih ya udah bikin hariku lebih baik di rumah sendiri,happy,0.11
orang itu bikin emosi banget dan kepikiran terus,angry,0.71
anxious banget sebelum meeting tadi banget bareng temen sama temen kantor,anxious,0.86
kecewa banget sama hasilnya serius tadi pagi sama dia,sad,0.83
masih susah move on dari kejadian itu padahal udah coba santai waktu malam sama keluarga,sad,0.56
sekarang lagi nonton youtube hari ini pas perjalanan sama dia,neutral,0.42
capek ngadepin orang yang egois padahal udah coba santai waktu malam,angry,0.7
makan favorit hari ini bikin bahagia dan kepikiran terus waktu malam sama keluarga,happy,0.2
anxious banget sebelum meeting tadi serius sama temen kantor,anxious,0.82
habis beresin kamar dan lanjut kerja dan kepikiran terus tadi pagi sama temen kantor,neutral,0.28
kepikiran banyak hal sampai susah tidur sih waktu malam sama dia,anxious,0.82
rasanya pengen marah terus padahal udah coba santai waktu malam sama temen kantor,angry,0.84
cuaca hari ini lumayan panas serius di kantor sama temen kantor,neutral,0.39
udah sabar tapi masih dibohongin sumpah sama temen kantor,angry,0.77
lagi baca berita sambil santai sumpah di kampus,neutral,0.34
emosi lihat komentar orang tadi dan kepikiran terus di kantor sama keluarga,angry,0.76
akhirnya tugas selesai juga lega banget dan kepikiran terus waktu malam sama temen kantor,happy,0.26
sekarang lagi nonton youtube dari tadi kepikiran tadi pagi sama keluarga,neutral,0.43
seneng banget hari ini ketemu temen lama agak random sih tadi pagi,happy,0.16
seneng banget hari ini ketemu temen lama jujur aja di kantor sama temen kantor,happy,0.22
makasih ya udah bikin hariku lebih baik jujur aja pas perjalanan sama dia,happy,0.19
aku cuma pengen istirahat sebentar dari tadi kepikiran pas perjalanan sama dia,sad,0.56
deg degan nunggu hasil pengumuman padahal udah coba santai waktu malam sama keluarga,anxious,0.88
kesal banget hari ini banget asli waktu malam,angry,0.81
kehilangan semangat buat ngapa ngapain padahal udah coba santai pas perjalanan sama dia,sad,0.56
akhir minggu ini seru banget banget asli tadi pagi sama temen kantor,happy,0.11
kecewa banget sama hasilnya sih sama temen kantor,sad,0.6
khawatir sama kondisi sekarang banget asli di kampus,anxious,0.79
ngerasa sendirian akhir akhir ini jujur aja sama dia,sad,0.79
tadi pagi pergi sebentar ke minimarket sumpah tadi pagi,neutral,0.26
capek ngadepin orang yang egois agak random sih di kampus sama keluarga,angry,0.74
capek sama keadaan sekarang dari tadi kepikiran tadi pagi sama keluarga,sad,0.63
baru selesai makan siang tadi dari tadi kepikiran di rumah sama temen kantor,neutral,0.3
rasanya sedih banget akhir akhir ini banget di kampus sama dia,sad,0.69
kesel banget sama orang yang ga tepat waktu serius di rumah sama dia,angry,0.71
cemas mikirin masa depan sih waktu malam sama keluarga,anxious,0.74
hari ini ga ada hal spesial dari tadi kepikiran bareng temen sama temen kantor,neutral,0.21
besok ada jadwal meeting rutin wkwk di kantor sama dia,neutral,0.25
deg degan nunggu hasil pengumuman waktu malam sendiri,anxious,0.84
orang itu bikin emosi banget agak random sih di rumah sama temen kantor,angry,0.93
tadi pagi pergi sebentar ke minimarket serius pas perjalanan sama temen kantor,neutral,0.34
hari ini produktif dan mood bagus sumpah di rumah,happy,0.2
hari ini berat banget dijalanin dan kepikiran terus sama keluarga,sad,0.69
akhirnya tugas selesai juga lega banget dari tadi kepikiran waktu malam sendiri,happy,0.05
capek ngadepin orang yang egois dan kepikiran terus tadi pagi sama keluarga,angry,0.9
kenapa sih harus bikin masalah terus padahal udah coba santai di kampus sama temen kantor,angry,0.93
masih susah move on dari kejadian itu padahal udah coba santai bareng temen sama keluarga,sad,0.66
cemas mikirin masa depan serius pas perjalanan,anxious,0.77
tadi pagi pergi sebentar ke minimarket agak random sih waktu malam,neutral,0.43
takut gagal di presentasi besok waktu malam sendiri,anxious,0.92
dapat kabar baik dari keluarga tadi pagi sih bareng temen,happy,0.09
hari ini berat banget dijalanin banget asli waktu malam sendiri,sad,0.75
baru selesai makan siang tadi dan kepikiran terus bareng temen sama keluarga,neutral,0.43
anxious banget sebelum meeting tadi agak random sih pas perjalanan,anxious,0.79
akhir akhir ini overthinking terus dan kepikiran terus di kantor sendiri,anxious,0.85
kepikiran banyak hal sampai susah tidur banget di kampus sendiri,anxious,0.97
kesel banget sama orang yang ga tepat waktu banget bareng temen sama dia,angry,0.94
udah sabar tapi masih dibohongin dari tadi kepikiran di kantor,angry,0.82
orang itu bikin emosi banget banget pas perjalanan sama dia,angry,0.76
orang itu bikin emosi banget sumpah,angry,0.69
rasanya kosong aja hari ini sumpah waktu malam sama temen kantor,sad,0.81
hari ini produktif dan mood bagus sama temen kantor,happy,0.07
makan favorit hari ini bikin bahagia serius tadi pagi sama keluarga,happy,0.2
kesel banget sama orang yang ga tepat waktu tadi pagi,angry,0.76
senyum sendiri pas inget kejadian tadi tapi yaudahlah bareng temen,happy,0.15
rasanya sedih banget akhir akhir ini dan kepikiran terus di kampus,sad,0.61
hari ini ga ada hal spesial banget di kampus sama dia,neutral,0.33
capek sih tapi puas hasilnya bagus sih tadi pagi sendiri,happy,0.18
emosi lihat komentar orang tadi serius pas perjalanan sama temen kantor,angry,0.79
kesal banget hari ini jujur aja di rumah sendiri,angry,0.92
besok ada jadwal meeting rutin dari tadi kepikiran sendiri,neutral,0.23
kepikiran banyak hal sampai susah tidur dari tadi kepikiran di kantor sendiri,anxious,0.91
geram banget sama pelayanan tadi jujur aja bareng temen sendiri,angry,0.94
cuaca hari ini lumayan panas banget di kampus sama keluarga,neutral,0.33
sekarang lagi nonton youtube jujur aja tadi pagi sama temen kantor,neutral,0.23
capek ngadepin orang yang egois sumpah di kampus sama keluarga,angry,0.7
sekarang lagi nonton youtube padahal udah coba santai sama dia,neutral,0.29
rasanya pengen marah terus jujur aja sendiri,angry,0.87
sekarang lagi nonton youtube banget di kampus,neutral,0.22
anxious banget sebelum meeting tadi banget bareng temen sama temen kantor,anxious,0.86
hari ini berat banget dijalanin wkwk bareng temen sama keluarga,sad,0.79
hari ini berat banget dijalanin di kampus sendiri,sad,0.71
makasih ya udah bikin hariku lebih baik padahal udah coba santai di kampus sendiri,happy,0.11
capek sama keadaan sekarang hari ini pas perjalanan sama temen kantor,sad,0.84
lagi baca berita sambil santai dari tadi kepikiran pas perjalanan sendiri,neutral,0.22
aku cuma pengen istirahat sebentar banget di kampus sendiri,sad,0.82
lagi baca berita sambil santai banget bareng temen,neutral,0.36
seneng banget hari ini ketemu temen lama padahal udah coba santai waktu malam sama temen kantor,happy,0.1
dapat kabar baik dari keluarga tadi pagi di kantor sendiri,happy,0.25
baru selesai makan siang tadi banget di rumah,neutral,0.39
hari ini produktif dan mood bagus agak random sih di kantor sendiri,happy,0.14
emosi lihat komentar orang tadi sih di rumah sama keluarga,angry,0.89
hari ini biasa aja seperti biasanya banget di rumah,neutral,0.21
kesal banget hari ini dari tadi kepikiran waktu malam sendiri,angry,0.73
besok ada jadwal meeting rutin jujur aja di kampus,neutral,0.29
akhir akhir ini overthinking terus dan kepikiran terus pas perjalanan sendiri,anxious,0.89
deg degan nunggu hasil pengumuman serius di rumah sama dia,anxious,0.72
kepikiran banyak hal sampai susah tidur sih bareng temen sama keluarga,anxious,0.82
lagi duduk sambil denger musik tapi yaudahlah tadi pagi sendiri,neutral,0.44
capek ngadepin orang yang egois banget bareng temen,angry,0.9
anxious banget sebelum meeting tadi agak random sih sama temen kantor,anxious,0.85
kesal banget hari ini padahal udah coba santai waktu malam,angry,0.67
rasanya sedih banget akhir akhir ini wkwk tadi pagi sama temen kantor,sad,0.68
hari ini produktif dan mood bagus dan kepikiran terus di kampus sama dia,happy,0.2
kecewa banget sama hasilnya agak random sih pas perjalanan sendiri,sad,0.58
kecewa banget sama hasilnya jujur aja di kantor sendiri,sad,0.71
kepikiran banyak hal sampai susah tidur hari ini di rumah sama dia,anxious,0.97
rasanya sedih banget akhir akhir ini banget asli bareng temen sama keluarga,sad,0.69
sekarang lagi nonton youtube dan kepikiran terus di kantor sama dia,neutral,0.23
hari ini berat banget dijalanin serius di kampus sendiri,sad,0.6
rasanya gugup terus hari ini dari tadi kepikiran di kampus sendiri,anxious,0.93
capek sih tapi puas hasilnya bagus dari tadi kepikiran di kantor sama temen kantor,happy,0.15
hari ini produktif dan mood bagus dari tadi kepikiran di rumah sama dia,happy,0.21
sekarang lagi nonton youtube wkwk di rumah sama dia,neutral,0.22
deg degan nunggu hasil pengumuman sumpah pas perjalanan sama temen kantor,anxious,0.97
khawatir sama kondisi sekarang serius bareng temen,anxious,0.84
geram banget sama pelayanan tadi banget asli tadi pagi sendiri,angry,0.78
akhir akhir ini overthinking terus agak random sih sama temen kantor,anxious,0.77
hari ini berat banget dijalanin di kantor sama temen kantor,sad,0.73
baru selesai makan siang tadi padahal udah coba santai di kantor sendiri,neutral,0.35
akhirnya lolos interview kerja sih sama dia,happy,0.22
khawatir sama kondisi sekarang sumpah bareng temen sama dia,anxious,0.8
akhirnya tugas selesai juga lega banget hari ini waktu malam sama dia,happy,0.23
khawatir sama kondisi sekarang jujur aja pas perjalanan sama dia,anxious,0.83
khawatir sama kondisi sekarang banget tadi pagi sama dia,anxious,0.84
hari ini berat banget dijalanin banget asli di kantor sama temen kantor,sad,0.59
aku cuma pengen istirahat sebentar wkwk di kantor sama temen kantor,sad,0.7
geram banget sama pelayanan tadi agak random sih bareng temen sama keluarga,angry,0.79
kepikiran banyak hal sampai susah tidur agak random sih di kantor sama keluarga,anxious,0.74
seneng banget hari ini ketemu temen lama padahal udah coba santai tadi pagi sama temen kantor,happy,0.11
masih susah move on dari kejadian itu banget asli di kampus sendiri,sad,0.76
kesel banget sama orang yang ga tepat waktu sumpah di kantor,angry,0.71
besok ada jadwal meeting rutin dari tadi kepikiran pas perjalanan sendiri,neutral,0.2
udah sabar tapi masih dibohongin tapi yaudahlah sama dia,angry,0.71
marah banget karena kerjaan berantakan dan kepikiran terus waktu malam,angry,0.78
kesel banget sama orang yang ga tepat waktu padahal udah coba santai sama dia,angry,0.75
makan favorit hari ini bikin bahagia serius tadi pagi,happy,0.06
akhirnya lolos interview kerja agak random sih di rumah sama dia,happy,0.17
makan favorit hari ini bikin bahagia padahal udah coba santai di kampus,happy,0.16
emosi lihat komentar orang tadi agak random sih pas perjalanan sama keluarga,angry,0.68
lagi baca berita sambil santai dan kepikiran terus sendiri,neutral,0.37
malam ini kepikiran terus jadi sedih tapi yaudahlah di rumah sama dia,sad,0.65
hari ini ga ada hal spesial tapi yaudahlah bareng temen sama temen kantor,neutral,0.32
sekarang lagi nonton youtube hari ini di kantor sama dia,neutral,0.34
hari ini ga ada hal spesial dan kepikiran terus di kampus,neutral,0.35
akhir minggu ini seru banget agak random sih di kantor sama temen kantor,happy,0.1
kenapa sih harus bikin masalah terus jujur aja di kantor sendiri,angry,0.78
makasih ya udah bikin hariku lebih baik padahal udah coba santai di kampus sama dia,happy,0.15
dapat kabar baik dari keluarga tadi pagi dari tadi kepikiran waktu malam sendiri,happy,0.19
capek sama keadaan sekarang hari ini pas perjalanan sama temen kantor,sad,0.6
capek sih tapi puas hasilnya bagus tapi yaudahlah waktu malam sama keluarga,happy,0.11
marah banget karena kerjaan berantakan di kampus sama keluarga,angry,0.69
makan favorit hari ini bikin bahagia padahal udah coba santai di rumah sama temen kantor,happy,0.22
malam ini kepikiran terus jadi sedih sumpah waktu malam sama keluarga,sad,0.64
aku cuma pengen istirahat sebentar dari tadi kepikiran bareng temen sendiri,sad,0.65
malam ini kepikiran terus jadi sedih padahal udah coba santai di rumah sama temen kantor,sad,0.83
habis beresin kamar dan lanjut kerja dari tadi kepikiran waktu malam sendiri,neutral,0.33
besok ada jadwal meeting rutin banget asli pas perjalanan sama keluarga,neutral,0.26
takut gagal di presentasi besok di kantor sama temen kantor,anxious,0.73
masih susah move on dari kejadian itu jujur aja di kampus sendiri,sad,0.84
hari ini ga ada hal spesial jujur aja bareng temen sama keluarga,neutral,0.43
hari ini biasa aja seperti biasanya dan kepikiran terus bareng temen sendiri,neutral,0.35
bingung dan takut ambil keputusan banget asli di kantor,anxious,0.96
emosi lihat komentar orang tadi tapi yaudahlah di kantor sama temen kantor,angry,0.71
rasanya sedih banget akhir akhir ini serius sendiri,sad,0.69
cuaca hari ini lumayan panas sih sama dia,neutral,0.34
hari ini berat banget dijalanin agak random sih,sad,0.84
kesal banget hari ini sih di kantor sama keluarga,angry,0.75
marah banget karena kerjaan berantakan hari ini di kampus,angry,0.84
capek sama keadaan sekarang wkwk sama temen kantor,sad,0.56
akhir minggu ini seru banget banget sama dia,happy,0.25
makasih ya udah bikin hariku lebih baik bareng temen,happy,0.22
marah banget karena kerjaan berantakan banget bareng temen,angry,0.77
masih susah move on dari kejadian itu jujur aja di kantor sama temen kantor,sad,0.82
marah banget karena kerjaan berantakan banget asli tadi pagi sama keluarga,angry,0.77
kehilangan semangat buat ngapa ngapain banget asli bareng temen sama dia,sad,0.58
takut kalau hasilnya jelek hari ini tadi pagi sendiri,anxious,0.82
hari ini biasa aja seperti biasanya banget asli pas perjalanan,neutral,0.38
orang itu bikin emosi banget dan kepikiran terus pas perjalanan sama temen kantor,angry,0.8
sekarang lagi nonton youtube hari ini di kampus sama keluarga,neutral,0.39
bingung dan takut ambil keputusan banget pas perjalanan sama dia,anxious,0.9
hari ini biasa aja seperti biasanya jujur aja bareng temen,neutral,0.29
hari ini biasa aja seperti biasanya dan kepikiran terus di kantor sendiri,neutral,0.41
takut kalau hasilnya jelek dan kepikiran terus di kantor sama keluarga,anxious,0.88
akhir akhir ini overthinking terus banget asli sama temen kantor,anxious,0.79
baru selesai makan siang tadi sih di rumah sendiri,neutral,0.38
kesal banget hari ini sih di rumah sama keluarga,angry,0.72
masih susah move on dari kejadian itu sumpah tadi pagi sama dia,sad,0.63
cemas mikirin masa depan padahal udah coba santai bareng temen sama keluarga,anxious,0.95
kehilangan semangat buat ngapa ngapain,sad,0.68
orang itu bikin emosi banget wkwk di kantor,angry,0.8
kehilangan semangat buat ngapa ngapain padahal udah coba santai di rumah,sad,0.56
cuaca hari ini lumayan panas banget asli tadi pagi sama dia,neutral,0.31
bingung dan takut ambil keputusan di rumah sendiri,anxious,0.71
geram banget sama pelayanan tadi serius tadi pagi sama dia,angry,0.74
ngerasa sendirian akhir akhir ini wkwk sama temen kantor,sad,0.68
lagi baca berita sambil santai jujur aja pas perjalanan,neutral,0.31
malam ini kepikiran terus jadi sedih sumpah tadi pagi sama temen kantor,sad,0.83
bingung dan takut ambil keputusan sumpah,anxious,0.83
takut gagal di presentasi besok jujur aja waktu malam sama temen kantor,anxious,0.74
habis beresin kamar dan lanjut kerja padahal udah coba santai di kantor sama temen kantor,neutral,0.3
kecewa banget sama hasilnya sumpah bareng temen sama keluarga,sad,0.75
capek ngadepin orang yang egois wkwk bareng temen sama temen kantor,angry,0.75
marah banget karena kerjaan berantakan sih di kampus sendiri,angry,0.72
kenapa sih harus bikin masalah terus dari tadi kepikiran pas perjalanan sama temen kantor,angry,0.71
rasanya pengen marah terus sumpah bareng temen,angry,0.92
lagi baca berita sambil santai sih sama dia,neutral,0.39
rasanya gugup terus hari ini sama dia,anxious,0.88
rasanya pengen marah terus banget sendiri,angry,0.7
masih susah move on dari kejadian itu agak random sih di kantor sama keluarga,sad,0.72
senyum sendiri pas inget kejadian tadi tapi yaudahlah pas perjalanan sama temen kantor,happy,0.13
kesal banget hari ini banget asli pas perjalanan sama dia,angry,0.83
kenapa sih harus bikin masalah terus serius pas perjalanan sendiri,angry,0.68
lagi duduk sambil denger musik wkwk sendiri,neutral,0.44
akhirnya tugas selesai juga lega banget sumpah bareng temen sendiri,happy,0.21
kehilangan semangat buat ngapa ngapain dan kepikiran terus di rumah sama dia,sad,0.82
cemas mikirin masa depan sih di kantor sama keluarga,anxious,0.87
tadi pagi pergi sebentar ke minimarket sih pas perjalanan sama temen kantor,neutral,0.34
lagi duduk sambil denger musik serius,neutral,0.29
kehilangan semangat buat ngapa ngapain dari tadi kepikiran di kantor,sad,0.83
orang itu bikin emosi banget agak random sih di rumah sama temen kantor,angry,0.87
senyum sendiri pas inget kejadian tadi hari ini tadi pagi sama dia,happy,0.25
kesel banget sama orang yang ga tepat waktu hari ini tadi pagi sama temen kantor,angry,0.8
rasanya sedih banget akhir akhir ini pas perjalanan sama keluarga,sad,0.66
emosi lihat komentar orang tadi dan kepikiran terus di rumah sama keluarga,angry,0.68
geram banget sama pelayanan tadi jujur aja tadi pagi sama keluarga,angry,0.8
seneng banget hari ini ketemu temen lama serius tadi pagi sama temen kantor,happy,0.18
capek sama keadaan sekarang sumpah di kantor sama dia,sad,0.72
deg degan nunggu hasil pengumuman banget asli bareng temen,anxious,0.93
kesal banget hari ini jujur aja tadi pagi sendiri,angry,0.67
akhir minggu ini seru banget jujur aja waktu malam,happy,0.22
bingung dan takut ambil keputusan agak random sih di kampus,anxious,0.8
lagi baca berita sambil santai tapi yaudahlah bareng temen,neutral,0.43
akhir minggu ini seru banget jujur aja bareng temen sendiri,happy,0.12
masih susah move on dari kejadian itu wkwk di kantor sama dia,sad,0.84
rasanya pengen marah terus banget asli di kantor sama keluarga,angry,0.69
rasanya gugup terus hari ini hari ini sama temen kantor,anxious,0.94
cuaca hari ini lumayan panas sih,neutral,0.39
makan favorit hari ini bikin bahagia sih di rumah sama keluarga,happy,0.21
kehilangan semangat buat ngapa ngapain dan kepikiran terus bareng temen sama dia,sad,0.75
malam ini kepikiran terus jadi sedih tapi yaudahlah di kampus sama dia,sad,0.69
akhirnya tugas selesai juga lega banget tapi yaudahlah di kampus sama dia,happy,0.22
seneng banget hari ini ketemu temen lama tapi yaudahlah waktu malam,happy,0.15
khawatir sama kondisi sekarang banget asli,anxious,0.91
deg degan nunggu hasil pengumuman banget asli di kantor sendiri,anxious,0.91
kecewa banget sama hasilnya wkwk di rumah sama temen kantor,sad,0.68
sekarang lagi nonton youtube serius di kantor sama temen kantor,neutral,0.2
kecewa banget sama hasilnya hari ini di kampus sama dia,sad,0.76
lagi duduk sambil denger musik wkwk tadi pagi sendiri,neutral,0.21
cuaca hari ini lumayan panas tapi yaudahlah waktu malam sendiri,neutral,0.43
rasanya kosong aja hari ini jujur aja tadi pagi sama keluarga,sad,0.83
bingung dan takut ambil keputusan hari ini waktu malam sama temen kantor,anxious,0.96
makan favorit hari ini bikin bahagia hari ini bareng temen sama keluarga,happy,0.14
makasih ya udah bikin hariku lebih baik sih waktu malam,happy,0.2
hari ini berat banget dijalanin sumpah waktu malam sama temen kantor,sad,0.56
kepikiran banyak hal sampai susah tidur sih di kantor sama keluarga,anxious,0.75
bingung dan takut ambil keputusan padahal udah coba santai tadi pagi sama dia,anxious,0.72
bingung dan takut ambil keputusan banget asli bareng temen sendiri,anxious,0.87
ngerasa sendirian akhir akhir ini sumpah di rumah sendiri,sad,0.84
takut kalau hasilnya jelek dari tadi kepikiran di kampus sama keluarga,anxious,0.78
besok ada jadwal meeting rutin banget tadi pagi sama dia,neutral,0.26
senyum sendiri pas inget kejadian tadi serius di kantor sama keluarga,happy,0.07
lagi baca berita sambil santai agak random sih tadi pagi sama temen kantor,neutral,0.29
